item_name,item_type,storage_location,days_since_purchase,sisa_hari,label
Ubi Jalar,Root Vegetable,Freezer,97,,Expired
Selada,Leafy Vegetable,Chiller,2,5.0,Fresh
Brokoli,Leafy Vegetable,,20,10.0,Fresh
Cabai Merah,Chili Pepper,Outside,-5,5.0,Fresh
Tomat,Tropical Fruit,,3,2.0,Soon
kol,Leafy Vegetable,Chiller,9,5.0,Fresh
Jeruk Nipis,Citric Fruit,Freezer,23,37.0,Fresh
Kol,Leafy Vegetable,Freezer,34,-4.0,Expired
Alpukat,Tropical Fruit,Freezer,27,3.0,Soon
Kangkung,Leafy Vegetable,Freeze,20,10.0,Fresh
Cabai Merah,Chili Pepper,Freezer,53,7.0,Fresh
Jeruk,Citric Fruit,Outside,7,0.0,Expired
Alpukat,Tropical Fruit,,34,-4.0,Expired
Melon,Tropical Fruit,Chiller,8,-1.0,Expired
Paprika,Chili Pepper,Outside,1,4.0,
 Jeruk,Citric Fruit,Outside,9,-2.0,Expired
Stroberi,Berry,beku,18,12.0,Fresh
Pepaya,Tropical Fruit,Freezer,37,-7.0,Expired
Kiwi,Temperate Fruit,Freezer,68,-8.0,Expired
Pakcoy,LEAFY VEGETABLE,Chiller,5,0.0,Expired
Jeruk Bali,Citric Fruit,Outside,0,14.0,Fresh
Kunyit,Root Veg,Chiller,37,-7.0,Dead
Tomat,Tropical Fruit,Chiller,2,12.0,Fresh
Alpukat,Tropical Fruit,Freezer,6 hari,24.0,Fresh
Jeruk Nipis,Buah Citrus,Chiller,6,8.0,segar
Jeruk,Citric Fruit,Freezer,37,23.0,Fresh
Mangga,Tropical Fruit,Outside,0,5.0,Fresh
Bayam,Leafy Vegetable,Chiller,0,-50.0,Fresh
Sawi,Leafy Vegetable,Freezer,38,-8.0,Expired
PISANG,tropical fruit,Outside,,1.0,Soon
Brokoli,Leafy Vegetable,Chiller,7,3.0,Soon
Paprika,Chili Pepper,,7,7.0,Fresh
Cabai Rawit,Chili Pepper,Freezer,3,57.0,Fresh
Cabai Merah,Chili Pepper,Freezer,34,26.0,Fresh
Kunyit,Root Vegetable,Chiller,15,15.0,Fresh
Wortel,Akar-akaran,Outside,0,5.0,Fresh
 Melon,Tropical Fruit,Chiller,5,2.0,Soon
  Raspberry  ,Berry,Freezer,,14.0,Fresh
	Semangka,Tropical Fruit,Freezer,5,25.0,Fresh
Blueberry,Beri,Chiller,7,0.0,Expired
Kunyit,Root Vegetable,Outside,,14.0,Fresh
Bawang Putih,Root Vegetable,CHILLER,0,90.0,Fresh
Bawang Putih,Root Vegetable,Chiller,49,41.0,Fresh
Cabai Merah,Chili Pepper,refrigerator,5,9.0,OK
Stroberi,Berry,Chiller,1,4.0,Fresh
Pisang,Tropical Fruit,Chiller,2,3.0,Soon
Mangga,Tropical Fruit,Outside,0,5.0,Fresh
Wortel,Root Vegetable,Chiller,15,6.0,Fresh
Apel,Temperate Fruit,Freezer,85,5.0,Fresh
Kunyit,ROOT VEG,Chiller,14 hari,16.0,Fresh
Pisang,Tropical Fruit,chiller,6,-1.0,Expired
Stroberi,Berry,Freezer,35,-5.0,Expired
Singkong,Root Vegetable,,7,0.0,Expired
Mangga,,Freezer,30,9999.0,Expired
Kentang,Root Vegetable,Chiller,-1,-999.0,Expired
Melon,Tropical Fruit,,35,-5.0,kadaluarsa
Mangga,TROPICAL,Outside,4,1.0,soon
Jeruk Nipis,Citric Fruit,Outside,,7.0,Fresh
Semangka,Tropical Fruit,Outside,6,1.0,Soon
Jeruk Nipis,Buah Citrus,Freezer,35,25.0,segar
Jeruk,Citric Fruit,Outside,3,4.0,Fresh
Semangka,Tropical Fruit,Outside,6,1.0,Soon
Seledri,Leafy Vegetable,Chiller,6,1.0,Soon
Mangga,Tropical Fruit,Outside,0,5.0,Fresh
Bayam,Daun-daunan,Freezer,25,5.0,FRESH
Seledri,Leafy Vegetable,Outside,1,1.0,Soon
Melon,,Outside,4,,Soon
Melon,Tropical Fruit,Chiller,8,-1.0,Expired
Paprika,Chili Pepper,Freezer,58,2.0,Soon
Kentang,Root Vegetable,OUTSIDE,17,-3.0,Expired
Jahe,Root Vegetable,Outside,0 hari,14.0,FRESH
Alpukat,TROPICAL,Freezer,3,27.0,Fresh
Jahe,,Outside,4,10.0,Fresh
Ubi Jalar,Root Vegetable,Freezer,5,9999.0,Fresh
Ubi Jalar,Root Vegetable,,4,10.0,
Selada,Leafy Vegetable,Outside,2,0.0,Expired
  Bawang Putih  ,Root Vegetable,outside,54,-9.0,kadaluarsa
Jahe,Root Vegetable,Freezer,104,-14.0,Expired
Jeruk Bali,Citric Fruit,Chiller,33,-3.0,Expired
Apel,Temperate Fruit,freezer,7,83.0,ok
Jeruk,Citric Fruit,Chiller,2,19.0,Fresh
Pear,Temperate Fruit,Outside,4,1.0,Soon
Jeruk Bali,Citric Fruit,Freezer,37,23.0,FRESH
Ubi Jalar,root vegetable,Chiller,2,28.0,Fresh
Singkong,Root Vegetable,Chiller,0,7.0,Fresh
Kiwi,Temperate Fruit,Chiller,4,10.0,Fresh
Tomat,Tropical Fruit,suhu ruangan,,0.0,Expired
Jeruk Bali,Citric Fruit,Freezer,20,40.0,Fresh
Bayam,leafy vegetable,Freezer,31,-1.0,Expired
Alpukat,Tropical Fruit,Outside,3,0.0,Expired
Pisang,Tropical Fruit,room temp,2,1.0,Warning
Kangkung,Leafy Vegetable,Outside,1,0.0,Expired
Alpukat,TROPICAL,Outside,2,1.0,Soon
Pepaya,Tropis,Chiller,9,-2.0,basi
Selada,Leafy Vegetable,Outside,2,0.0,Expired
Jeruk,Buah Citrus,beku,33,27.0,Fresh
Raspberry,Berry,,25,-4.0,Expired
Stroberi,Berry,Chiller,6,-1.0,Expired
Selada,Leafy Vegetable,Outside,2,0.0,Expired
Jeruk,Citric Fruit,Outside,1,6.0,Fresh
	Paprika,Chili Pepper,Chiller,18,-4.0,Expired
Pisang,Tropical Fruit,refrigerator,1,4.0,Fresh
Bayam,Leafy Vegetable,Outside,1,0.0,
Nanas,Tropical Fruit,Freezer,28,2.0,Soon
Brokoli,Leafy Vegetable,FREEZER,16,14.0,fresh
Anggur,Temperate Fruit,kulkas,4,3.0,Soon
Bawang Putih,Root Vegetable,Outside,23,22.0,Fresh
Bayam,LEAFY VEGETABLE,FREEZER,37,-7.0,Expired
Tomat,Tropical Fruit,Freezer,61,-1.0,Expired
Kiwi,Temperate Fruit,Outside,6,-1.0,Expired
Sawi,Leafy Vegetable,Chiller,3,2.0,
Alpukat,Tropical Fruit,Freezer,6,24.0,Fresh
Jahe,Root Vegetable,Freezer,68,22.0,Fresh
Blueberry,Beri,Freezer,19,11.0,Fresh
Bawang Merah,Root Vegetable,Freezer,,-28.0,Expired
Seledri,leafy vegetable,Outside,1 hari,1.0,Soon
Pakcoy,Leafy Vegetable,Outside,0,1.0,Soon
Ubi Jalar,Root Vegetable,,21,9.0,Fresh
Pakcoy,Leafy Vegetable,Chiller,2,3.0,Soon
Pepaya,Tropical Fruit,Outside,0,4.0,Fresh
Pisang,Tropical Fruit,Outside,3,0.0,Expired
Selada,Leafy Vegetable,Chiller,9,-2.0,Expired
Paprika,Chili Pepper,outside,1,4.0,Fresh
Mangga,Tropical Fruit,Chiller,0,7.0,Fresh
Pear,Temperate Fruit,Chiller,9,5.0,Fresh
Pear,Temperate Fruit,Outside,0,5.0,Fresh
Blueberry,Berry,Outside,2,0.0,Expired
Jeruk Nipis,Citric Fruit,Outside,3,4.0,Fresh
Pisang,,Chiller,2,3.0,Soon
semangka,Tropical Fruit,Outside,4,3.0,Warning
SAWI,Leafy Vegetable,Freezer,3,27.0,Fresh
Apel,Temperate Fruit,Chiller,20,1.0,Soon
 Cabai Merah,Chili Pepper,chiller,8,6.0,Fresh
Lemon,Citric Fruit,Outside,7,0.0,Expired
Kol,Leafy Vegetable,Outside,2,1.0,Soon
Anggur,Temperate Fruit,Freezer,29,1.0,Soon
Ubi Jalar,Root Vegetable,Freezer,36,54.0,Fresh
Wortel,Root Vegetable,Outside,1,4.0,FRESH
Selada,Leafy Vegetable,Freezer,28,2.0,Soon
Kentang,Root Vegetable,Outside,-5,12.0,Fresh
Lemon,citric fruit,Outside,1,6.0,Fresh
	Tomat,Tropical Fruit,Chiller,1,13.0,segar
Ubi Jalar,Root Vegetable,Freezer,37,53.0,Fresh
Nanas,Tropical Fruit,,7,23.0,Fresh
Brokoli,Sayur Daun,Luar,0,,Soon
Alpukat,Tropical Fruit,Outside,2,1.0,Soon
Anggur,Temperate Fruit,,2,1.0,Soon
Mangga,Tropis,,4,3.0,Soon
Kunyit,Akar-akaran,Freezer,89,1.0,Soon
Kangkung,Leafy Vegetable,Outside,0,1.0,Soon
Lemon,Citric Fruit,Outside,2,5.0,Fresh
Anggur,Temperate Fruit,Freezer,35,-5.0,Expired
Semangka,Tropical Fruit,OUTSIDE,1,6.0,fresh
Pepaya,tropical,,7,0.0,Expired
Singkong,Root Vegetable,Freezer,,25.0,OK
Sawi,Leafy Vegetable,Freezer,11,19.0,Segar
Cabai Merah,Chile,Chiller,15,-1.0,Expired
Bawang Putih,Root Vegetable,Chiller,24,,Fresh
Mangga,Tropical Fruit,Freezer,4,26.0,segar
Brokoli,Leafy Vegetable,Freezer,9,21.0,
sawi,Leafy Vegetable,Chiller,3,2.0,Soon
JERUK BALI,Citric Fruit,OUTSIDE,11,,Soon
Bawang Merah,Root Vegetable,Freezer,221,-41.0,Expired
Pepaya,Tropical Fruit,Outside,4,0.0,Expired
Raspberry,Berry,Outside,2,0.0,Expired
Paprika,Chili Pepper,Outside,,,Soon
Ubi Jalar,Root Vegetable,Freezer,-5,-5.0,Expired
Jeruk Bali,Citric Fruit,Beku,8,52.0,Fresh
Wortel ,ROOT VEG,Chiller,23,-2.0,Expired
Anggur,Temperate Fruit,Outside,0,3.0,Soon
Anggur,Temperate Fruit,Chiller,1 hari,6.0,Fresh
Brokoli,Leafy Vegetable,Outside,-5,1.0,Soon
Nanas,Tropical Fruit,Freezer,24,6.0,Fresh
CABAI MERAH,Chili Pepper,,2,12.0,Fresh
Kunyit,Root Veg,Freezer,85,5.0,segar
Jeruk Bali,Citric Fruit,outside,6,8.0,Fresh
Seledri,Leafy Vegetable,Outside,1,1.0,Soon
Cabai Rawit,Chili Pepper,Freezer,0,,Fresh
Kangkung,Daun-daunan,Chiller,3,1.0,warning
Kunyit,Root Vegetable,Freezer,110,-20.0,Expired
Kangkung,Leafy Vegetable,Freezer,16,14.0,Fresh
Kangkung,Leafy Vegetable,Freezer,20,10.0,Fresh
CABAI RAWIT,Chili Pepper,Chiller,0,10.0,FRESH
Blueberry,,Freezer,9,21.0,Fresh
Cabai Merah,Chili Pepper,Chiller,11,3.0,Soon
Anggur,Temperate Fruit,Chiller,9,-2.0,Expired
Jeruk,Citric Fruit,Freezer,32,28.0,Fresh
Jeruk Bali,Citric Fruit,Outside,,11.0,Fresh
Raspberry,berry,Outside,0,2.0,Soon
Ubi Jalar,root vegetable,Outside,7,7.0,Fresh
Anggur,Temperate Fruit,Chiller,,5.0,Fresh
	Apel,Temperate Fruit,beku,100,-10.0,Expired
Pepaya,Tropical Fruit,Chiller,9,-2.0,
Brokoli,Leafy Vegetable,Outside,1,1.0,Soon
Bayam,,Freezer,24,6.0,Fresh
Mangga,Tropical Fruit,Chiller,9,-2.0,Expired
Kiwi,temperate fruit,Freezer,37,23.0,Fresh
Bawang Putih,Root Vegetable,Chiller,2,88.0,Fresh
Kangkung,Daun-daunan,Chiller,5,-1.0,Expired
Jeruk Nipis,Citric Fruit,Freeze,44,16.0,Fresh
Jahe,Akar-akaran,Outside,4,10.0,Fresh
Bayam,Leafy Vegetable,Chiller,1 hari,4.0,Fresh
Kunyit,root vegetable,Chiller,26,4.0,Fresh
Kunyit,Root Vegetable,Chiller,1,29.0,Fresh
Paprika,chili,Outside,-5,0.0,Expired
Bawang Merah,Root Vegetable,Freezer,163,17.0,Fresh
Wortel,Root Vegetable,Chiller,13,8.0,Fresh
Jahe,Root Vegetable,Outside,0,14.0,
Tomat,Tropical Fruit,Freezer,12,48.0,Fresh
Alpukat,Tropical Fruit,Outside,1,2.0,Soon
Jahe,Root Vegetable,Outside,17,-3.0,Expired
Tomat,Tropical Fruit,refrigerator,5,9.0,Fresh
Pisang,Tropical Fruit,CHILLER,1,4.0,Fresh
Melon,Tropical Fruit,,6,1.0,Soon
Kentang,Root Vegetable,Outside,1,13.0,ok
Pepaya,Tropical Fruit,Chiller,5,2.0,Soon
Pear,Temperate Fruit,Outside,2 hari,3.0,
Kiwi,Temperate Fruit,Freezer,69,-9.0,EXPIRED
Bawang Putih,Root Vegetable,Chiller,97,-7.0,Expired
Jeruk,Citric Fruit,Outside,7,0.0,Expired
Seledri,Leafy Vegetable,,22,-1.0,Expired
Pear,Temperate Fruit,Outside,1,4.0,Fresh
Cabai Merah,Chili Pepper,Chiller,8,6.0,Segar
Kangkung,Leafy Vegetable,Outside,1,0.0,Expired
Kentang,Root Veg,Freezer,104,-14.0,Expired
Alpukat,Tropical Fruit,Chiller,6,1.0,Soon
Seledri,Leafy Vegetable,Outside,0,2.0,Warning
singkong,Akar-akaran,Freezer,9,21.0,segar
Jeruk,Citric Fruit,Chiller,23,-2.0,Expired
Apel,Temperate Fruit,CHILLER,8,13.0,Fresh
Bawang Merah,Root Vegetable,Freezer,177,3.0,Soon
Jeruk Nipis,Buah Citrus,Chiller,0,14.0,Fresh
Pakcoy,leafy vegetable,Freezer,9999,10.0,Fresh
TOMAT,TROPICAL,Freezer,2 hari,58.0,Fresh
Wortel,Root Vegetable,Outside,6,-1.0,Expired
Jeruk Bali,Citric Fruit,Chiller,27,3.0,Soon
Kiwi,Temperate Fruit,Chiller,1,13.0,Fresh
Brokoli,Leafy Vegetable,Outside,,1.0,Soon
Apel,Temperate Fruit,Outside,6,1.0,Soon
alpukat,Tropical Fruit,Freeze,11,19.0,Fresh
Pear,temperate fruit,Outside,1,4.0,Fresh
Kiwi,Temperate Fruit,Outside,1,4.0,Fresh
 Selada,Leafy Vegetable,Outside,2,0.0,Expired
Bayam,Leafy Vegetable,Chiller,4,1.0,Soon
Jeruk Bali,Citric Fruit,Freezer,0,60.0,Fresh
Jeruk Bali,,Outside,8,6.0,Fresh
Melon,Tropical Fruit,Chiller,3,4.0,Fresh
Anggur,Temperate Fruit,Outside,0,3.0,Soon
BAYAM,Leafy Vegetable,Chiller,6,-1.0,Expired
Jeruk Bali,Citric Fruit,Freezer,76,-16.0,Dead
Kangkung,Leafy Vegetable,Freezer,25 hari,5.0,Fresh
Bayam,Leafy Vegetable,Outside,1 hari,0.0,Expired
Selada,Leafy Vegetable,Outside,2,0.0,Dead
Melon,TROPICAL,Freezer,28,2.0,Soon
Kunyit,Root Vegetable,Outside,11,3.0,Soon
Kol,Leafy Vegetable,,5 hari,9.0,Fresh
Nanas,Tropical Fruit,Chiller,0,7.0,Fresh
Pear,temperat,Outside,1,4.0,Fresh
Sawi,Leafy Vegetable,Freezer,9,21.0,Fresh
Raspberry,Beri,Chiller,0,5.0,Fresh
Wortel,ROOT VEG,Chiller,18,3.0,Soon
Pisang,Tropical Fruit,Outside,0,3.0,Soon
Alpukat,Tropical Fruit,Chiller,4,3.0,Soon
Melon,Tropical Fruit,Chiller,4 hari,3.0,Soon
Anggur,Temperate Fruit,Freezer,33,-3.0,Expired
Jahe,Sayur Akar,,37,-7.0,Expired
Cabai Rawit,,Chiller,9,1.0,
Raspberry ,Berry,Chiller,3,2.0,Soon
Kol,Daun-daunan,,0,3.0,Soon
Nanas,Tropical Fruit,Freezer,6,24.0,Fresh
Semangka,Buah Tropis,Chiller,3,7.0,Fresh
Kol,Leafy Vegetable,Freezer,1,29.0,fresh
Kentang,Root Vegetable,Freezer,47,43.0,Fresh
 Ubi Jalar,Root Vegetable,Chiller,36,,Expired
Apel,Temperate Fruit,Outside,7,0.0,Expired
Semangka,Tropical Fruit,Outside,5,9999.0,Soon
Lemon,Citric Fruit,Outside,5,2.0,Soon
  Singkong  ,Root Vegetable,Freezer,30,0.0,Expired
Paprika,Chili Pepper,Freezer,54,6.0,Fresh
	Cabai Merah,Chili Pepper,Luar,6,-1.0,Expired
Bawang Putih,Root Vegetable,Chiller,20,70.0,
Kol,Leafy Vegetable,Freezer,21,9.0,Fresh
Blueberry,,Freezer,34,-4.0,Expired
  Singkong  ,Root Vegetable,Freezer,30,0.0,Expired
Selada,Leafy Vegetable,Outside,0,2.0,Soon
Kunyit,,Freezer,89,1.0,Soon
Semangka,Tropical Fruit,Freezer,33,-3.0,Expired
Pisang,Tropical Fruit,Outside,0,3.0,Soon
Kiwi,Temperate Fruit,Outside,6 hari,-1.0,Expired
Sawi,Leafy Vegetable,Outside,,1.0,Soon
Stroberi,Berry,Chiller,4,1.0,Soon
Pakcoy,Leafy Veg,Outside,0 hari,1.0,Soon
Wortel,Root Vegetable,Freezer,101,-11.0,
Cabai Rawit,Chili Pepper,Freezer,,-2.0,Expired
Bawang Merah,Root Vegetable,Outside,30,0.0,Expired
Pisang,Tropical Fruit,Outside,3,0.0,Expired
Kiwi,Temperate Fruit,Freezer,7,53.0,Fresh
Sawi,Leafy Vegetable,Chiller,6,-1.0,Expired
Anggur,Temperate Fruit,,6,1.0,Soon
Wortel,Root Vegetable,,0 hari,5.0,Fresh
Stroberi,Berry,Freezer,12,18.0,Fresh
Raspberry,Berry,Outside,2,0.0,Expired
Sawi,,Chiller,5,0.0,Expired
Apel,Temperate Fruit,Freezer,48,42.0,Fresh
Bawang Merah,Root Vegetable,Outside,23,7.0,Fresh
Tomat,Tropical Fruit,freezer,54,6.0,Fresh
Ubi Jalar,Root Vegetable,Freezer,,-15.0,Expired
Stroberi,Berry,FREEZER,36,-6.0,Expired
Anggur,Temperate Fruit,Outside,1,2.0,
Melon,Tropical Fruit,Freezer,9,21.0,Fresh
Kangkung,Leafy Vegetable,Freezer,25,5.0,Fresh
Kol,Leafy Vegetable,Freezer,28 hari,2.0,Soon
Kiwi,Temperate Fruit,Chiller,18,-4.0,Expired
Lemon,Citric Fruit,,14,46.0,Fresh
Blueberry,Berry,Luar,1,1.0,Soon
Jahe,Akar-akaran,Freezer,3,87.0,Fresh
 Pear,Temperate Fruit,Freezer,22,38.0,Fresh
Cabai Merah,Chili Pepper,Outside,5,0.0,Expired
Mangga,Tropical Fruit,Freezer,17,13.0,Fresh
Pepaya,Tropical Fruit,Chiller,4,3.0,Soon
Lemon,,Freezer,41,19.0,Fresh
Blueberry,Berry,Freezer,18,12.0,Fresh
Pakcoy,Leafy Vegetable,Outside,1,9999.0,Expired
Cabai Merah,Chili Pepper,outside,5,0.0,Expired
Alpukat,Tropical Fruit,Outside,3,0.0,Expired
Pakcoy,LEAFY VEGETABLE,Chiller,2,3.0,Soon
Jahe,Root Vegetable,Chiller,31,-1.0,Expired
Blueberry,Berries,Outside,0,2.0,Soon
Stroberi,,Chiller,4,1.0,Soon
Mangga,Tropical Fruit,Freezer,4,26.0,Fresh
Stroberi,Berries,Freezer,33 hari,-3.0,Expired
Bayam,Leafy Vegetable,Freezer,7,23.0,Fresh
Kunyit,Root Vegetable,Outside,2,12.0,Fresh
Melon,Tropical Fruit,Outside,1,4.0,Fresh
Jahe,Root Vegetable,Outside,1,13.0,Fresh
Nanas,Tropical Fruit,Chiller,9,,Expired
Jahe,Root Vegetable,Outside,4,10.0,Fresh
Bawang Putih ,Root Vegetable,,140,40.0,Fresh
Tomat,tropical fruit,Chiller,13,1.0,soon
Lemon,,Freezer,26,,Fresh
Alpukat,Tropical Fruit,outside,1,2.0,Soon
Jeruk Bali,Citric Fruit,Freezer,63,-3.0,Expired
Nanas,Tropical Fruit,Chiller,4,3.0,Soon
Brokoli,Leafy Vegetable,,1,29.0,segar
Pear,Temperate Fruit,Outside,0,5.0,fresh
Bawang Merah,Root Vegetable,Beku,187,,Expired
Jeruk Nipis,Citric Fruit,Freezer,11,49.0,Fresh
Sawi,,Chiller,3,2.0,warning
Kangkung,Leafy Vegetable,Freezer,33,-3.0,Expired
Selada,Sayur Daun,Outside,2,0.0,Expired
Jeruk Bali,citric fruit,Outside,11,3.0,
Lemon,Citric Fruit,Outside,4,3.0,Soon
Anggur,Temperate Fruit,Chiller,1,6.0,Fresh
Anggur,Temperate Fruit,Outside,2 hari,9999.0,Soon
Jahe,Root Vegetable,Freezer,71,19.0,Fresh
Melon,Tropical Fruit,Freezer,9999,-5.0,Expired
Pear,Temperate Fruit,Outside,4,1.0,Soon
Lemon,Citric Fruit,room temp,5,2.0,Soon
Pepaya,Tropical Fruit,Outside,0,4.0,Fresh
Jahe,Root Vegetable,Chiller,,17.0,segar
Mangga,TROPICAL,Chiller,5,2.0,Soon
Bayam,Leafy Vegetable,frozen,11,19.0,Fresh
Lemon,Citric Fruit,Freezer,13,47.0,fresh
mangga,Tropical Fruit,Chiller,6 hari,1.0,Soon
Kunyit,Root Veg,Freezer,71,19.0,OK
Tomat,Tropical Fruit,freezer,65,-5.0,Expired
Anggur,Temperate Fruit,Outside,3,,Expired
Wortel ,Root Vegetable,Chiller,25,-4.0,Expired
Seledri,Leafy Vegetable,Outside,0 hari,2.0,Soon
Kunyit,Root Vegetable,Chiller,9,21.0,Fresh
Bawang Merah,Root Vegetable,OUTSIDE,26,4.0,Fresh
Kiwi,Temperate Fruit,Outside,4,1.0,Soon
Anggur,Temperate Fruit,Chiller,1,,Fresh
Pear,Temperate Fruit,Chiller,13,1.0,Soon
Jeruk Bali,Citric Fruit,,-5,60.0,Fresh
Jeruk,Citric Fruit,Chiller,16,5.0,Fresh
Semangka,Tropical Fruit,Chiller,10,0.0,Expired
Blueberry,Berry,Chiller,6,1.0,Soon
Bawang Merah,Root Vegetable,Freezer,85,95.0,Fresh
Lemon,Citric Fruit,Outside,3,4.0,Fresh
Brokoli,Leafy Vegetable,Outside,0,2.0,Soon
Jeruk Bali,Citric Fruit,Chiller,33,-3.0,Expired
Sawi,Leafy Vegetable,Chiller,,-1.0,Expired
Kol,Leafy Vegetable,Chiller,18,-4.0,Expired
	Mangga,Buah Tropis,Outside,2,3.0,Soon
Brokoli,Leafy Vegetable,freezer,10,20.0,Fresh
Jeruk,Citric Fruit,Outside,5,2.0,Soon
Kiwi,Temperate Fruit,Luar,0,5.0,Fresh
Selada,Leafy Vegetable,Outside,2,0.0,Expired
Nanas,Tropical Fruit,Outside,3,2.0,Soon
Pisang,tropical fruit,Freezer,20,10.0,
Anggur,Temperate Fruit,Outside,2,1.0,Soon
Alpukat,Tropical Fruit,Freezer,28,2.0,Soon
Kiwi,Temperate Fruit,Chiller,5,9.0,Fresh
Lemon,citric fruit,Outside,7,0.0,Expired
Lemon,Citric Fruit,Freezer,25,35.0,Fresh
Jeruk Nipis,,Freezer,58,2.0,Soon
JERUK,Citric Fruit,Outside,5,2.0,Soon
Pisang,Tropical Fruit,Freezer,39 hari,-9.0,Expired
Wortel,Sayur Akar,Chiller,25,-4.0,Expired
Paprika ,Chili Pepper,Freezer,22,38.0,Fresh
Brokoli,Leafy Vegetable,Freezer,25,5.0,Fresh
Cabai Merah,Chili Pepper,Outside,0 hari,5.0,Fresh
Sawi,Sayur Daun,Freezer,,21.0,Fresh
Semangka,TROPICAL,Chiller,9,1.0,Soon
Jeruk,Citric Fruit,Freezer,73,-13.0,Expired
Kentang,Root Vegetable,Chiller,,9.0,Fresh
Bawang Merah,Root Vegetable,,207,-27.0,Expired
Pakcoy,Leafy Vegetable,Outside,0,1.0,Soon
Cabai Rawit,Chili Pepper,Outside,0,4.0,Fresh
Alpukat,Tropical Fruit,Chiller,9,-2.0,Expired
Kol,Leafy Vegetable,Chiller,11,3.0,Soon
Selada,Leafy Vegetable,Outside,1,1.0,Soon
  Mangga  ,Tropical Fruit,Outside,0,5.0,Fresh
Kiwi,Temperate Fruit,Freezer,65,-5.0,Expired
Mangga,Tropical Fruit,Chiller,2,5.0,Fresh
Blueberry,Berry,room temp,2,0.0,Expired
Cabai Merah,Chili Pepper,Chiller,6,8.0,Fresh
Pear,temperat,,11,49.0,fresh
ubi jalar,Root Vegetable,Chiller,25,5.0,Fresh
Lemon,Citric Fruit,Outside,7,0.0,Expired
Kunyit,Root Vegetable,Freezer,86,4.0,
Pear,Temperate Fruit,Freezer,42,18.0,Fresh
Kiwi,Temperate Fruit,Freezer,25 hari,35.0,Fresh
Raspberry,Berry,Outside,2,0.0,Expired
Alpukat,Tropical Fruit,Chiller,9,-2.0,Expired
Nanas,Tropical Fruit,frozen,11,19.0,Fresh
Jeruk Nipis,Citric Fruit,Chiller,3,11.0,Fresh
Kangkung,Leafy Vegetable,Freezer,33,-3.0,Expired
Semangka,Tropical Fruit,beku,35,-5.0,Expired
Tomat,Tropical Fruit,Freezer,45,15.0,Fresh
Selada,Leafy Vegetable,Freezer,7,23.0,Fresh
Bawang Putih,Root Vegetable,Chiller,14,76.0,fresh
Jeruk Bali,Citric Fruit,Kulkas,3,27.0,Fresh
Mangga,Tropical Fruit,Outside,2,3.0,Soon
Wortel,Root Vegetable,Outside,1,4.0,Fresh
Kunyit,root vegetable,Outside,16 hari,-2.0,Expired
Bawang Merah,Root Vegetable,Chiller,49,11.0,Fresh
JERUK BALI,Citric Fruit,Chiller,6,24.0,segar
Jeruk,Citric Fruit,Outside,3,4.0,ok
Paprika,CHILI,room temp,3,2.0,Soon
Selada,Leafy Vegetable,Outside,0,2.0,Soon
Seledri,Leafy Vegetable,Chiller,8,-1.0,Expired
Jeruk Nipis,Citric Fruit,Chiller,11,3.0,Soon
Bawang Merah,Root Vegetable,Freezer,181,-1.0,Expired
Sawi,Leafy Vegetable,Chiller,2,3.0,Soon
Anggur,temperat,Chiller,3,4.0,Fresh
Mangga,Tropical Fruit,Freezer,34,-4.0,Expired
Alpukat,Tropical Fruit,Freezer,38,-8.0,Expired
Lemon,Citric Fruit,Outside,4,3.0,Soon
Alpukat,Tropical Fruit,Outside,1,2.0,Soon
Blueberry,Berry,Beku,15,15.0,Fresh
Jahe,Root Vegetable,Beku,10,80.0,Fresh
	Alpukat,Tropical Fruit,Chiller,,1.0,hampir
Cabai Rawit,Chili Pepper,Outside,4 hari,0.0,Expired
Cabai Rawit,Chili Pepper,Freezer,52,8.0,Fresh
Kunyit,Root Vegetable,Chiller,20,10.0,Segar
Pepaya,Tropical Fruit,Chiller,2,5.0,OK
Paprika,Chili Pepper,Chiller,2,12.0,Fresh
Bawang Putih,Root Vegetable,kulkas,52,38.0,Fresh
Jeruk ,Citric Fruit,Freezer,29,,Fresh
Jeruk Nipis,Citrus,Chiller,-1,13.0,Fresh
Kol,Daun-daunan,room temp,2,1.0,
Semangka,Tropical Fruit,Chiller,6,4.0,Fresh
Blueberry,Berry,frzer,27,3.0,Soon
Selada,Leafy Vegetable,Outside,1,1.0,Soon
lemon,Buah Citrus,Freezer,,1.0,Soon
Bawang Putih,Sayur Akar,Freezer,107,73.0,Fresh
Pisang,Tropical Fruit,Outside,2,1.0,Soon
Kol,Daun-daunan,Chiller,11,3.0,Soon
Selada,Leafy Vegetable,Outside,,2.0,Soon
Pepaya,Tropical Fruit,Chiller,5,2.0,Soon
Ubi Jalar,Root Vegetable,Freezer,94,-4.0,Expired
Kiwi,Buah Sedang,Freezer,67,-7.0,Expired
  Seledri  ,Leafy Vegetable,Outside,1,1.0,Soon
Raspberry,Berry,Chiller,2,3.0,Soon
Brokoli,Leafy Vegetable,frzer,4,26.0,
Ubi Jalar,Root Vegetable,Chiller,36,-6.0,Expired
Nanas,Tropical Fruit,Outside,5,0.0,Expired
Bayam,Leafy Vegetable,Freezer,-5,7.0,segar
Cabai Merah,Chili Pepper,Chiller,6,8.0,
Selada,Leafy Vegetable,Freezer,6,24.0,Fresh
Blueberry,Berry,Outside,0,2.0,Soon
