food_name,food_category,packaging_type,storage_location,is_opened,days_to_expire,days_since_opened,sisa_hari,label
Minuman Isotonik,Produk Minuman,Plastik,Outside,0,45,0,45.0,Fresh
Yogurt Blueberry,Produk Olahan Susu,Plastik,Chiller,0,12,0 days,12.0,fresh
Yogurt Plain,Produk Olahan Susu,Plastik,Chiller,1,1,4,1.0,Soon
Biskuit Sandwich,Produk Kering,Plastik,Outside,0,109,0,109.0,Fresh
Sereal Granola,Produk Kering,Karton,Outside,1,293,15,15.0,Fresh
Biskuit Sandwich,Produk Kering,Plastik,Room Temp,0,133,0,133.0,Fresh
  Soda Jeruk  ,Produk Minuman,Kaleng,Outside,1,312,,-5.0,Expired
Jus Anggur,Produk Minuman,Botol Kaca,Chiller,1,,2,3.0,Soon
NUGGET UDANG,Produk Protein,Plastik,Freezer,0,38,0,,Fresh
Jus Nanas,Produk Minuman,Karton,Chiller,0,67,,67.0,Fresh
Susu Almond,Produk Olahan Susu,Karton,Chiller,0,206,0,206.0,Fresh
Yogurt Stroberi,Produk Olahan Susu,Plastik,Chiller,0,25,0,25.0,Fresh
	Sereal Muesli,Produk Kering,Karton,Outside,1,294,1,,Fresh
Soda Lemon,Minuman,Kaleng,Outside,1,6,6,-5.0,Expired
Ikan Tuna,Produk Kaleng,Kaleng,Outside,1,520,5,-3.0,Expired
Sereal Granola,Produk Kering,Karton,Outside,0,130,0,130.0,Fresh
Jus Jeruk,PRODUK MINUMAN,Karton,Chiller,1,59,10,-5.0,Kadaluarsa
Cola Zero Sugar,Produk Minuman,Kaleng,Outside,1,258,5,-4.0,Expired
Susu Kedelai,dairy,Karton,Chiller,0,,0,81.0,Fresh
Susu Bubuk Bayi,Produk Olahan Susu,Karton,Outside,0,-10,0,447.0,Fresh
BISKUIT CRACKERS,Produk Kering,,Outside,1,89,8,-1.0,expired
Biskuit Oreo,Produk Kering,Plastik,Outside,0,4,0,4.0,Soon
Nanas Kaleng,Produk Kaleng,Kaleng,Room Temp,1,303,8,-5.0,Expired
Sosis Frankfurter,Produk Protein,Plastik,Chiller,1,62,9,-2.0,Expired
Susu Bubuk Skim,Produk Olahan Susu,Karton,,0,466,0,466.0,Fresh
Biskuit Oreo,Produk Kering,PLASTIK,,1,108,4,3.0,Soon
Teh Tarik,Produk Minuman,Karton,,1,66,2,-1.0,Expired
Mie Instan Soto,Produk Kering,Plastik,Outside,1,24,2,-2.0,kadaluarsa
Sosis Bebek,Produk Protein,Plastic,Chiller,0,71,0,,Fresh
Air Mineral,Produk Minuman,Plastik,Outside,1,-10,4,-3.0,Expired
Susu UHT Low Fat,Produk Olahan Susu,Carton,Chiller,1,125,8,-3.0,Expired
Susu Pasteurisasi,Produk Olahan Susu,Plastik,Chiller,1,3,7,-4.0,Expired
Sereal Muesli,Produk Kering,Karton,Outside,1,162,26,4.0,Soon
Teh Kotak Hijau,Produk Minuman,,Outside,1,364,2,-1.0,Expired
Sereal Oat,Produk Kering,Karton,Outside,1,212,,23.0,Fresh
Susu UHT Stroberi,dairy,Karton,Chiller,1,113,4,-3.0,Kadaluarsa
Jus Mangga,Produk Minuman,Karton,Chiller,0,114,0,114.0,Fresh
Susu UHT Low Fat,Produk Olahan Susu,Karton,Chiller,1,34,5,0.0,Expired
Sereal Coklat,Produk Kering,Karton,Outside,1,,17,4.0,Soon
Sosis Ayam,Produk Protein,Plastik,Chiller,0,35,0,35.0,fresh
Susu Bubuk Coklat,Prod. Susu,Karton,Outside,0,83,0,83.0,Fresh
Biskuit Digestive,Produk Kering,Plastik,Outside,1,194,19,-5.0,Expired
Rambutan Kaleng,Prod. Kaleng,Kaleng,Outside,0,252,0,-50.0,Fresh
Sereal Granola,Produk Kering,Karton,Outside,,216,21,9.0,Fresh
Susu UHT Vanila,,Karton,Chiller,1,207,3,-2.0,Kadaluarsa
Nanas Kaleng,Produk Kaleng,Kaleng,Outside,false,285,0,285.0,Fresh
mie instan goreng,Produk Kering,Plastic,Outside,0,143,0 days,143.0,Fresh
Susu Bubuk Skim,Dairy,Karton,Outside,1,505,8,22.0,Fresh
Teh Lemon,Produk Minuman,Karton,OUTSIDE,1,126,4,-3.0,Expired
Jus Jambu,produk minuman,Karton,Chiller,no,16,0,16.0,Fresh
Nugget Tempe,,Plastik,Freezer,0,19,0,19.0,Fresh
Yogurt Blueberry,Produk Olahan Susu,,Chiller,0,3,0,3.0,soon
Yogurt Kefir,Produk Olahan Susu,Botol Kaca,refrigerator,1,2,,-4.0,Expired
 Nugget Sapi,Produk Protein,Plastik,Freezer,0,20,0,20.0,Fresh
	Jagung Manis Kaleng,Produk Kaleng,Kaleng,Chiller,1,299,4,-1.0,Expired
Jus Nanas,Produk Minuman,Karton,Chiller,0,167,0,167.0,Fresh
yogurt minum probiotik,Produk Olahan Susu,Botol Kaca,Chiller,0,11,0,11.0,Fresh
Mie Instan Soto,Produk Kering,,Outside,0,34,0,34.0,Fresh
Jagung Manis Kaleng,Canned,Kaleng,Chiller,0,546,0,546.0,Fresh
Jus Anggur,Produk Minuman,Botol Kaca,Chiller,1,173,6,-1.0,Expired
Sereal Coklat,Produk Kering,Karton,Outside,0,10 hari,0,10.0,Fresh
Biskuit Crackers,Produk Kering,Plastik,Outside,0,115,0,115.0,fresh
  Yogurt Minum Probiotik  ,Produk Olahan Susu,Botol Kaca,Chiller,0,4,0,4.0,Soon
Yogurt Stroberi,Produk Olahan Susu,Plastik,Chiller,1,26,8,-5.0,Expired
Sereal Muesli,Produk Kering,Karton,Outside,0,9999,0 days,288.0,Fresh
Soda Lemon,Produk Minuman,Kaleng,,0,3,0,3.0,Soon
Yogurt Plain,Produk Olahan Susu,Plastik,Chiller,Ya,25,4 days,1.0,Soon
Nanas Kaleng,Produk Kaleng,Kaleng,Outside,1,,8,-5.0,Expired
Sosis Ayam,Produk Protein,Plastik,Chiller,1,44,2,3.0,Soon
Cola Zero Sugar,Produk Minuman,Kaleng,Outside,0,308,0,308.0,Fresh
Kornet Ayam,Produk Kaleng,Kaleng,Outside,0,742,0,742.0,Fresh
Susu UHT Low Fat,,Karton,Chiller,0,18,0,18.0,Fresh
Keju Edam,Produk Olahan Susu,Plastic,Chiller,1,89,17,4.0,Soon
Jus Sirsak,Produk Minuman,Karton,Chiller,No,174,0,174.0,Fresh
Mangga Kaleng,canned,Kaleng,Outside,1,50,1 days,2.0,Soon
Susu Bubuk Bayi,Produk Olahan Susu,carton,Outside,1,114,19,11.0,Fresh
Biskuit Oreo,Produk Kering,Plastik,Outside,0,110,0,110.0,Fresh
Yogurt Minum Probiotik,Produk Olahan Susu,Botol Kaca,Chiller,0,3,0,3.0,Soon
Sereal Oat,Produk Kering,Karton,Outside,0,62,0,62.0,Fresh
Nugget Ikan,Produk Protein,Plastik,Freezer,1,144,1,2.0,Soon
Mie Instan Ayam,Produk Kering,Plastik,Outside,yes,61,5,-5.0,Expired
Yogurt Greek,Produk Olahan Susu,Plastik,Chiller,0,17,0,17.0,Fresh
Jus Mangga,Produk Minuman,Karton,Chiller,1,44,,0.0,Expired
 Ikan Tuna,Produk Kaleng,Kaleng,Outside,0,560 hari,,560.0,Fresh
Sereal Oat,Produk Kering,Karton,outside,1,253,8,22.0,Fresh
Ikan Makerel,Produk Kaleng,Kaleng,Outside,0,303,0,303.0,Fresh
Keju Mozzarella,Produk Olahan Susu,Plastik,chiller,0,7,0,7.0,Soon
Soda Jeruk,Produk Minuman,Kaleng,Outside,0,129,0,129.0,Fresh
Sereal Cornflakes,Produk Kering,Karton,Outside,1,290,4,9999.0,Fresh
Yogurt Plain,Produk Olahan Susu,Plastik,Chiller,1,,6,-1.0,Expired
Minuman Energi,Produk Minuman,Kaleng,Outside,1,142,3,-2.0,Expired
Air Soda,Produk Minuman,Plastik,suhu ruangan,1,152,6,-5.0,Expired
Biskuit Wafer,Produk Kering,Plastik,Outside,0,94,0,94.0,Fresh
Sosis Ayam,Produk Protein,,Chiller,1,46,6,,Expired
Buah Cocktail,Produk Kaleng,Kaleng,room temp,0,702,0,702.0,segar
Persik Kaleng,Prod. Kaleng,Kaleng,Outside,0,232,0,232.0,Fresh
Sarden Minyak Zaitun,Produk Kaleng,Kaleng,Outside,,692,7,-5.0,
Sosis Ayam,Produk Protein,Plastik,,Ya,36,,4.0,Soon
Minuman Energi,Produk Minuman,Kaleng,Outside,0,222,0,222.0,Fresh
Susu UHT Full Cream,Olahan Susu,Karton,Chiller,,85,5,2.0,warning
Mie Instan Goreng,Produk Kering,Plastik,Outside,False,171,0,171.0,Fresh
Soda Lemon,Produk Minuman,Kaleng,Outside,1,96,2,-1.0,Expired
Sereal Cornflakes,Produk Kering,Karton,Outside,1,9999,16,14.0,Fresh
Minuman Energi,Produk Minuman,Kaleng,Outside,0,52,0,52.0,Fresh
Ikan Tuna,Produk Kaleng,Kaleng,Outside,1,670,3,-1.0,Expired
Nugget Udang,Produk Protein,Plastik,Freezer,1,10,3 days,0.0,Expired
Yogurt Mangga,Produk Olahan Susu,Plastik,Chiller,0,10 hari,0,10.0,Fresh
Yogurt Minum Probiotik,Produk Olahan Susu,Botol Kaca,Chiller,1,21,3,0.0,Expired
Susu Bubuk Skim,Produk Olahan Susu,Karton,Outside,0,145,0,145.0,FRESH
Nanas Kaleng,Produk Kaleng,Kaleng,Outside,0,29,0,29.0,segar
Buah Cocktail,Produk Kaleng,Kaleng,Outside,1,520,8,-5.0,Expired
Mangga Kaleng,Produk Kaleng,Kaleng,Outside,0,336,0,336.0,Fresh
Teh Kotak Hijau,Produk Minuman,Karton,Suhu Ruangan,1,59,3,-2.0,
Air Soda,Produk Minuman,Plastik,Outside,0,67,0,67.0,Fresh
Mie Instan Goreng,Produk Kering,Plastik,,no,243,0,243.0,Fresh
Sereal Muesli,dry food,Karton,,0,286,0,286.0,Fresh
Nugget Ikan,Produk Protein,Plastik,Freezer,1,38,3,0.0,Expired
Biskuit Digestive,Produk Kering,Plastik,Outside,1,291,17,-3.0,Expired
Mie Instan Goreng,Produk Kering,Plastik,Outside,0,36,0,36.0,Fresh
Yogurt Mangga,Produk Olahan Susu,Plastik,Chiller,1,9,7,-4.0,kadaluarsa
Ikan Tuna,Canned,Kaleng,Outside,1,816,1,1.0,Soon
Sosis Frozen,Produk Protein,Plastick,Freezer,1,35,3,0.0,Expired
Jus Sirsak,Produk Minuman,Karton,refrigerator,0,101,0 days,101.0,Fresh
Susu Almond,Produk Olahan Susu,Karton,Chiller,1,132,8,-3.0,Expired
Susu Bubuk Full Cream,produk olahan susu,Karton,Outside,0,566,0,566.0,
Biskuit Wafer,Produk Kering,Plastik,Outside,0,117,0,117.0,Fresh
Minuman Isotonik,Produk Minuman,Plastik,,1,194,2,-1.0,Expired
Susu UHT Low Fat,Olahan Susu,carton,Chiller,0,17,0,17.0,Fresh
Rambutan Kaleng,Produk Kaleng,Can,Outside,1,102,5,-2.0,
Mangga Kaleng,Canned,Kaleng,Outside,1,292,2,1.0,Soon
Susu UHT Low Fat,Produk Olahan Susu,Karton,Chiller,1,63,8,-3.0,Expired
Biskuit Crackers,Produk Kering,plastic,,0,145,0,145.0,Fresh
Rambutan Kaleng,Produk Kaleng,kaleng,Outside,1,321,8,-5.0,Expired
Biskuit Sandwich,Produk Kering,Plastik,Outside,1,146 hari,3,2.0,Soon
Yogurt Stroberi,Produk Olahan Susu,Plastik,Chiller,0,23,0,23.0,FRESH
Jus Mangga,Produk Minuman,Karton,Chiller,0,84 hari,0,84.0,Fresh
Teh Kotak Hijau,,Karton,,0,9999,0,211.0,Fresh
Mie Instan Soto,Produk Kering,Plastik,Outside,1,99,1,-1.0,Expired
Persik Kaleng,Produk Kaleng,can,Outside,0,374,0,374.0,Fresh
Mie Instan Soto,Produk Kering,Plastik,Outside,0,156,0,156.0,Fresh
Sereal Granola,Produk Kering,,Outside,1,352,14,16.0,Fresh
Cola Zero Sugar,Produk Minuman,Kaleng,Outside,true,278,4,-3.0,Expired
Sosis Sapi,Produk Protein,Plastik,Chiller,,55,0,55.0,Fresh
Susu UHT Stroberi,,Karton,CHILLER,1,254,4,-3.0,Expired
Sereal Coklat,Produk Kering,Karton,Outside,,344,15,6.0,Soon
Jus Nanas,Produk Minuman,Karton,Chiller,0,133 hari,0,133.0,Fresh
Jus Mangga,Produk Minuman,Karton,chiller,1,105,4,-3.0,Expired
Keju Mozzarella,Produk Olahan Susu,Plastik,Chiller,1,45,9,-2.0,Expired
Cola Original,Produk Minuman,Kaleng,Outside,1,24,1,0.0,Expired
Yogurt Greek,,Plastik,Chiller,0,8,0,8.0,Fresh
Air Mineral,Produk Minuman,Plastik,Outside,0,578,0,578.0,fresh
Susu UHT Low Fat,Produk Olahan Susu,,Chiller,1,109,9,-4.0,Expired
Teh Lemon,Produk Minuman,carton,Outside,0,43,0,43.0,Fresh
Yogurt Plain,Produk Olahan Susu,Plastik,Chiller,0,14,0,14.0,Fresh
Susu UHT Low Fat,,Karton,Chiller,0,59,0,59.0,Fresh
Biskuit Mentega,produk kering,Kaleng,Outside,1,86,2,12.0,Fresh
Kornet Ayam,Produk Kaleng,Can,Outside,1,589,8,-5.0,Expired
Sosis Sapi,Produk Protein,Plastik,chiller,0,21,0,21.0,Fresh
Teh Botol,Produk Minuman,Botol Kaca,Outside,1,144,2,1.0,soon
Nugget Sapi,Produk Protein,Plastic,,0,63,0,63.0,Fresh
Sosis Ayam,Produk Protein,Plastik,fridge,0,9,0,9.0,Fresh
Yogurt Greek,Olahan Susu,Polimer,Chiller,0,21,0,21.0,Fresh
Jus Mangga,produk minuman,Karton,Kulkas,0,92 hari,0,92.0,Fresh
Air Soda,Produk Minuman,Plastik,Outside,0,137,0,137.0,Fresh
Sosis Frozen,Produk Protein,,Freezer,1,41,1,2.0,Segera
Keju Parmesan,Produk Olahan Susu,Plastik,Chiller,0,316,0,316.0,Fresh
Susu Kedelai,Produk Olahan Susu,Karton,Chiller,1,147,1,4.0,
Biskuit Sandwich,,Plastik,Outside,1,13,5,0.0,Expired
Soda Lemon,Produk Minuman,Kaleng,Outside,1,158,4,-3.0,Expired
Sosis Frozen,produk protein,Plastik,Freezer,1,97,4,-1.0,Expired
Yogurt Mangga,Produk Olahan Susu,Plastik,Chiller,0,28,0,28.0,Fresh
Jagung Manis Kaleng,Produk Kaleng,Kaleng,Chiller,0,650,0,650.0,Fresh
Keju Edam,Produk Olahan Susu,Plastik,Chiller,1,58,11,10.0,Fresh
Sosis Ikan,Produk Protein,Plastik,Chiller,1,10,2,1.0,Soon
Kornet Ayam,Produk Kaleng,Kaleng,Outside,,79,,79.0,Fresh
Sereal Granola,dry food,Karton,Outside,1,363,28,2.0,Soon
Mie Instan Ayam,Produk Kering,Plastik,,0,175,0,175.0,
Teh Botol,Produk Minuman,Botol Kaca,Outside,0,170,0,170.0,ok
Susu Bubuk Skim,Produk Olahan Susu,Karton,Outside,1,23,26,4.0,Soon
Susu Kental Manis Putih,Produk Olahan Susu,Kaleng,Chiller,0,228,0,228.0,Fresh
MIE INSTAN AYAM,Produk Kering,Plastik,Outside,0,229,0,229.0,Fresh
Sereal Muesli,Produk Kering,Karton,Outside,1,191,27,3.0,Soon
Susu Pasteurisasi,Produk Olahan Susu,Plastik,Chiller,1,8,5,-2.0,Expired
Jus Sirsak,Produk Minuman,Karton,Chiller,0,62,0,62.0,Fresh
Keju Parmesan,Produk Olahan Susu,Plastik,Chiller,0,188,0,188.0,Fresh
Susu Bubuk Skim,Produk Olahan Susu,Karton,Outside,1,,28,2.0,Soon
Susu UHT Coklat,Produk Olahan Susu,Karton,Chiller,1,142,1,0.0,Kadaluarsa
sereal cornflakes,Produk Kering,Karton,Outside,0,74,0,74.0,Fresh
  Cola Zero Sugar  ,Produk Minuman,Kaleng,Outside,0,190,0,190.0,Fresh
Minuman Energi,Produk Minuman,,Outside,1,243,5,-4.0,Expired
 Sereal Granola,Produk Kering,Karton,Outside,1,68,3,27.0,fresh
Biskuit Crackers,Produk Kering,Plastik,Outside,1,115,9,-2.0,Expired
Keju Edam,Produk Olahan Susu,PLASTIK,Chiller,1,30,15,6.0,Soon
Air Soda,Produk Minuman,Plastik,Outside,0,76,0,76.0,Fresh
Keju Edam,Produk Olahan Susu,Plastik,Chiller,0,80,0,80.0,fresh
Jus Apel,Produk Minuman,Karton,Chiller,0,173,0,173.0,Fresh
Yogurt Kefir,Produk Olahan Susu,Botol Kaca,Chiller,1,11,5,-2.0,Expired
Susu UHT Full Cream,Produk Olahan Susu,Karton,Chiller,0,53,0,53.0,Fresh
Sarden Minyak Zaitun,Produk Kaleng,Kaleng,Outside,1,476,4,-2.0,Expired
Yogurt Greek,Olahan Susu,Plastik,Chiller,0,10 hari,0,10.0,Fresh
Jus Jeruk,Produk Minuman,Karton,Chiller,0,79,0,79.0,Fresh
Yogurt Blueberry,Produk Olahan Susu,Plastik,Chiller,0,11,0,11.0,Fresh
Keju Parmesan,Produk Olahan Susu,Polimer,Chiller,1,87,30,0.0,Expired
Soda Jeruk,Produk Minuman,Kaleng,Outside,0,311,0 days,311.0,Fresh
Keju Cream Cheese,Produk Olahan Susu,karton ,fridge,1,59,2,12.0,Fresh
Mie Instan Goreng,Produk Kering,Plastik,Room Temp,1,301,2,-2.0,Expired
Minuman Energi,Produk Minuman,Kaleng,Outside,1,172,4,-3.0,kadaluarsa
Sereal Granola,Produk Kering,Karton,Outside,0,215,0,215.0,Fresh
	Susu Evaporasi,Produk Olahan Susu,Kaleng,Chiller,0,176 hari,0,176.0,Fresh
Mangga Kaleng ,Produk Kaleng,Kaleng,Outside,,390,0,-999.0,OK
Nugget Tempe,Produk Protein,Plastik,,1,49,7,-4.0,Expired
Keju Edam,Produk Olahan Susu,Plastik,,false,36,0,36.0,Fresh
Jus Jambu,Produk Minuman,Karton,Chiller,0,154,0,154.0,Fresh
Yogurt Mangga,Produk Olahan Susu,Plastik,chiller,0,21,0 days,21.0,Fresh
Ikan Tuna,Produk Kaleng,Kaleng,Outside,0,354,0,354.0,Fresh
  Jus Jambu  ,Produk Minuman,Karton,,1,40,8,-5.0,Expired
Teh Kotak Jasmine,Produk Minuman,Karton,Outside,1,28,6,-5.0,Expired
Teh Kotak Hijau,Minuman,carton,Outside,0,317,0,317.0,Fresh
Jus Anggur,Produk Minuman,Botol Kaca,Chiller,0,66,0,66.0,Fresh
Nugget Udang,produk protein,Plastik,Freezer,1,79,5,-2.0,Expired
Sosis Sapi,Produk Protein,Polimer,Chiller,1,57,8,-3.0,expired
Susu UHT Low Fat ,Produk Olahan Susu,Karton,Chiller,0,16,0,16.0,Fresh
Keju Cheddar,Produk Olahan Susu,Plastik,Chiller,0,56,0,56.0,
Jus Jambu,Produk Minuman,Karton,Chiller,1,82,1,2.0,Soon
Biskuit Mentega,Produk Kering,Kaleng,Outside,,281,1,13.0,Fresh
Nugget Ikan,Produk Protein,Plastik,Freezer,0,98,0,98.0,Fresh
Susu Bubuk Bayi,dairy,Karton,Outside,1,,12,18.0,Fresh
Sereal Coklat,Produk Kering,Karton,Outside,1,337,24,-3.0,Expired
Susu Bubuk Coklat,produk olahan susu,Karton,Outside,1,-10,,22.0,Segar
Keju Edam,Produk Olahan Susu,Plastik,Chiller,0,121,0,121.0,Fresh
Sosis Frozen,Produk Protein,Plastik,beku,0,141,0,141.0,Fresh
Ikan Tuna,Produk Kaleng,Kaleng,Outside,0,569,0,569.0,Fresh
Teh Kotak Jasmine,Produk Minuman,Karton,Room Temp,0,270,0,270.0,Fresh
Keju Cheddar,Produk Olahan Susu,Plastik,Chiller,0,129,0,129.0,Fresh
Susu UHT Coklat,Produk Olahan Susu,Karton,Chiller,0,91 hari,0,91.0,Fresh
Sosis Ikan,Produk Protein,Plastik,refrigerator,1,3 hari,7,-4.0,Expired
Susu Pasteurisasi,Produk Olahan Susu,Plastik,Chiller,0,12,0,12.0,Fresh
Leci dalam Sirup,Produk Kaleng,Kaleng,Outside,1,476,3 days,0.0,Expired
yogurt blueberry,Produk Olahan Susu,Plastik,refrigerator,1,4,7,-4.0,Expired
Teh Kotak Jasmine,Produk Minuman,Karton,Outside,1,114,4,-3.0,Expired
Sereal Granola,Produk Kering,Karton,Outside,1,88,8,22.0,Fresh
Susu UHT Coklat,Produk Olahan Susu,Karton,Chiller,0,,0,154.0,Fresh
Susu Bubuk Coklat,Produk Olahan Susu,Karton,room temp,0,601,0,601.0,Fresh
 Biskuit Sandwich,produk kering,Plastik,,0,129,0,129.0,Fresh
Nugget Tempe,Produk Protein,Plastik,Freezer,0,75,0,75.0,Fresh
Sereal Coklat,,Karton,Outside,1,236,23,-2.0,Expired
 Biskuit Marie,Produk Kering,Plastik,Outside,1,101,10,-3.0,Expired
Sosis Bebek,Produk Protein,Plastik,Chiller,0,52,0,52.0,Fresh
Teh Botol,,Botol Kaca,Outside,1,24,1,2.0,Soon
Keju Parmesan,Prod. Susu,Plastik,Chiller,1,326,35,-5.0,expired
Susu Bubuk Skim,Produk Olahan Susu,Karton,Outside,0,635,0,635.0,Fresh
air soda,Produk Minuman,Plastik,Outside,1,181,3,-2.0,Expired
Keju Parmesan,Produk Olahan Susu,Plastik,,0,166,0,166.0,Fresh
Mie Instan Goreng,,Plastik,Outside,1,254,3,-3.0,Expired
Biskuit Digestive,Produk Kering,plastic,Outside,1,200,,-2.0,kadaluarsa
Mie Instan Ayam,Produk Kering,Plastik,Room Temp,1,194,4,,Expired
Mangga Kaleng,Produk Kaleng,Kaleng,Outside,1,17,7,-4.0,
Biskuit Marie,Produk Kering,Plastik,Outside,,120,11,-4.0,Expired
KEJU EDAM,dairy,Plastik,Chiller,False,66,0,66.0,Fresh
Susu UHT Low Fat ,Produk Olahan Susu,Karton,Chiller,0,72,0,72.0,Fresh
Sarden Tomat,Produk Kaleng,Kaleng,Outside,1,912,5,-3.0,Expired
Nugget Sapi,produk protein,Plastik,Freezer,1,49,6,-3.0,Expired
Keju Mozzarella,Produk Olahan Susu,Plastik,Chiller,0,29,0,29.0,Fresh
  Kornet Sapi  ,Produk Kaleng,Kaleng,Outside,0,117,0,117.0,Fresh
Sarden Minyak Zaitun,Produk Kaleng,,Outside,1,556,5,-3.0,Expired
Keju Cream Cheese,Produk Olahan Susu,karton,Chiller,1,11,9,5.0,Soon
Keju Parmesan,Produk Olahan Susu,Plastik,Chiller,1,17,29,1.0,Soon
Sosis Frozen,Produk Protein,Plastik,Freezer,1,135,2,1.0,Soon
Biskuit Wafer,Produk Kering,Plastik,Outside,0,29,,29.0,Fresh
Jus Jambu,Produk Minuman,Kardus,Chiller,0,142,0,142.0,Fresh
Sarden Tomat,Produk Kaleng,Kaleng,Outside,1,225,6,-4.0,Expired
Jus Sirsak,Produk Minuman,Karton,Chiller,1,9999,8,-5.0,Dead
Teh Lemon,Produk Minuman,Karton,Outside,0,236,0,236.0,Fresh
Biskuit Mentega,Produk Kering,Kaleng,Outside,0,218,0,218.0,Fresh
Kornet Ayam,Produk Kaleng,Kaleng,Outside,0,934,0,934.0,Fresh
Keju Edam,Produk Olahan Susu,Plastik,Chiller,0,5,0,5.0,Soon
Nugget Sayuran,Produk Protein,Plastic,Freezer,0,176,0,176.0,Fresh
biskuit crackers,Produk Kering,Plastik,Outside,0,67,0,67.0,Fresh
Teh Tarik,Produk Minuman,Karton,Chiller,1,161,6,-5.0,basi
Mangga Kaleng,canned,Kaleng,Outside,0,655,0,655.0,Fresh
Ikan Salmon,Produk Kaleng,Kaleng,Outside,0,584,0,584.0,Fresh
Sosis Frozen,Produk Protein,Plastik,Freeze,1,114,4,-1.0,expired
Nugget Ayam,Produk Protein,Plastik,Freezer,0,33,0,33.0,Fresh
Biskuit Mentega,Produk Kering,Kaleng,Outside,0,75,0,75.0,Fresh
Biskuit Oreo,Produk Kering,Plastick,Outside,1,,3,4.0,
Air Soda,Produk Minuman,Plastik,Outside,1,28,4,-3.0,
Sosis Ayam,Produk Protein,Polimer,Dingin,0,14,0,,Fresh
Buah Cocktail,Produk Kaleng,Kaleng,OUTSIDE,1,188,4 days,-1.0,Expired
Jagung Manis Kaleng,Produk Kaleng,Kaleng,Chiller,0,,0,628.0,Fresh
Susu UHT Coklat,Produk Olahan Susu,Karton,Chiller,1,152,5,-4.0,Expired
Nugget Ayam,Produk Protein,,Freezer,1,,6,-3.0,Expired
Kornet Ayam,Produk Kaleng,can,Outside,0,224,0,224.0,Fresh
Sosis Ikan,Produk Protein,Plastik,Chiller,1,14,7,-4.0,Expired
Susu UHT Coklat,Produk Olahan Susu,Karton,Chiller,0,99,0,99.0,Fresh
Susu Bubuk Bayi,Produk Olahan Susu,Karton,Outside,1,604,26,4.0,Soon
Nugget Tempe,Produk Protein,Plastik,Freezer,0,97,0,97.0,Fresh
Keju Cheddar,,plastik,Chiller,1,96,2,12.0,Fresh
Soda Jeruk,Produk Minuman,Kaleng,Outside,True,329,1,0.0,Expired
Kornet Sapi,Produk Kaleng,Kaleng,,0,189,0,189.0,Fresh
Sereal Cornflakes,Produk Kering,Tetrapak,Outside,0,354,0,354.0,Fresh
Sarden Minyak Zaitun,Produk Kaleng,Kaleng,Outside,false,1018,0,1018.0,Fresh
Yogurt Greek,Produk Olahan Susu,Plastik,Chiller,1,21,7 days,-2.0,Expired
Sosis Frankfurter,Produk Protein,Plastik,fridge,0,33,0,33.0,Fresh
Cola Zero Sugar,Produk Minuman,Kaleng,outside,1,59,2,-1.0,Expired
Sereal Coklat,Produk Kering,Karton,Outside,0,171,0 days,171.0,Fresh
Keju Mozzarella,Produk Olahan Susu,Plastik,Chiller,1,11,11,-4.0,Expired
Susu UHT Full Cream,Produk Olahan Susu,Karton,Chiller,0,256,0,256.0,Fresh
Sosis Ikan,Produk Protein,Plastik,Chiller,0,29,0,29.0,Fresh
Nanas Kaleng,Produk Kaleng,Kaleng,Outside,0,249,0,249.0,Fresh
Nugget Ayam,produk protein,Plastik,Freezer,1,154,3,0.0,Expired
Minuman Energi,Produk Minuman,Kaleng,Outside,,291,0,291.0,Fresh
Sarden Minyak Zaitun,produk kaleng,Kaleng,Suhu Ruangan,0,337,0,337.0,Fresh
	Teh Kotak Jasmine,Produk Minuman,Karton,Outside,0,352,0,352.0,Fresh
Biskuit Mentega,Produk Kering,,Outside,1,297,6,8.0,Fresh
Sosis Sapi,Produk Protein,Plastik,Chiller,0,29,,29.0,Fresh
Ikan Makerel,produk kaleng,Kaleng,Room Temp,1,970,7,-5.0,Expired
Sosis Sapi,Produk Protein,Plastik,Chiller,0,36,0,36.0,Fresh
Jus Jambu,Produk Minuman,Karton,Chiller,0,159,0,159.0,Fresh
Keju Parmesan,Produk Olahan Susu,Plastik,Chiller,1,231,4,26.0,Fresh
  Biskuit Wafer  ,Produk Kering,PLASTIK,Outside,0,159,0,159.0,Fresh
Keju Cream Cheese,Produk Olahan Susu,Karton,Chiller,0,25,0,,Fresh
Minuman Energi,Produk Minuman,Kaleng,Outside,1,2,1,0.0,Expired
Ikan Makerel,Produk Kaleng,Kaleng,Outside,0,9999,0,900.0,Fresh
Susu Almond,Olahan Susu,Karton,,0,179,0,179.0,Fresh
Biskuit Wafer,,Plastik,Outside,1,112,10,-5.0,Expired
Yogurt Kefir,Produk Olahan Susu,Botol Kaca,Chiller,0,4,0 days,4.0,hampir
Kornet Ayam,Produk Kaleng,Kaleng,Outside,0,721,0,721.0,Fresh
Susu Bubuk Full Cream,Produk Olahan Susu,,Luar,0,319,0,319.0,Fresh
Yogurt Blueberry,Produk Olahan Susu,Plastik,Chiller,0,6,0,6.0,
Jagung Manis Kaleng,Produk Kaleng,kaleng ,Chiller,1,238,8,-5.0,Expired
Biskuit Wafer,Produk Kering,Plastik,Outside,1,33,1,4.0,Soon
Leci dalam Sirup,Produk Kaleng,Kaleng,Outside,No,171,0,171.0,segar
