nama_item,jenis_item,lokasi_penyimpanan,hari_sejak_pembelian,sisa_hari,label
Wortel,Sayur,Pendingin,2.0,5.2,Busuk
Anggur,Buah,Pembeku,0.0,1.4,Busuk
Cabe,Sayur,Pendingin,1.0,2.0,Expired
Timun,Sayur,Pembeku,6.0,26.8,Segar
Jeruk,Buah,Pembeku,1.0,14.2,Terlalu Matang
Cabe,Sayur,Pembeku,0.0,4.5,Busuk
Cabe,Sayur,Suhu Ruang,2.0,12.1,Tidak Diketahui
Apel,Buah,Pendingin,1.0,13.1,Matang
Kentang,Sayur,Suhu Ruang,2.0,0.5,Busuk
Mangga,Buah,Suhu Ruang,1.0,0.9,Busuk
Apel,Buah,Pendingin,3.0,22.0,Matang
Timun,Sayur,Suhu Ruang,-5.0,2095.4,Busuk
Jeruk,Buah,Pendingin,5.0,31.3,
Jeruk,Buah,Suhu Ruang,2.0,2.6,Terlalu Matang
Anggur,Buah,Pendingin,0.0,1.9,Busuk
Tomat,Sayur,Pembeku,7024.0,6044.6,Segar
Wortel,Sayur,Pembeku,1.0,27.7,Segar
Mangga,Buah,Pembeku,8967.0,7516.8,Busuk
Tomat,Sayur,Suhu Ruang,0.0,1.4,Expired
Anggur,Buah,Pendingin,0.0,5.8,Terlalu Matang
Wortel,Sayur,Suhu Ruang,0.0,18.9,Segar
Anggur,Buah,Suhu Ruang,0.0,9.7,Mentah
Jeruk,Buah,Suhu Ruang,2.0,11.6,Matang
Apel,Buah,Pembeku,1.0,1.5,Busuk
Jeruk,Buah,Pendingin,1.0,23.1,Mentah
Apel,Buah,Suhu Ruang,0.0,0.8,Busuk
Apel,Buah,Pendingin,3.0,30.3,Mentah
Wortel,Sayur,Pendingin,4.0,17.1,Segar
Kentang,Sayur,Pendingin,0.0,5.5,Busuk
Apel,Buah,Pembeku,1.0,4.4,Busuk
Tomat,Sayur,Pendingin,1.0,0.7,Busuk
Kentang,Sayur,Pendingin,0.0,0.9,Busuk
Jeruk,Buah,Suhu Ruang,,,Matang
Apel,,Pembeku,,,Matang
Wortel,Sayur,Pendingin,5.0,20.9,Segar
Jeruk,Buah,,,2.5,Busuk
Pisang,Buah,Pendingin,2.0,17.3,Mentah
,Sayur,Pendingin,,20.3,Segar
Kentang,Sayur,Pendingin,2.0,5.2,Busuk
Timun,Sayur,Suhu Ruang,5.0,6.1,Segar
Anggur,Buah,Pendingin,6.0,22.4,Mentah
Anggur,Buah,Suhu Ruang,3.0,2.3,Terlalu Matang
Mangga,Buah,Suhu Ruang,2.0,2.7,Terlalu Matang
Anggur,Buah,Suhu Ruang,0.0,0.4,Busuk
Kentang,Sayur,Suhu Ruang,1.0,1.5,Busuk
Jeruk,Buah,Suhu Ruang,1000.0,3232.4,Mentah
Apel,Buah,Suhu Ruang,0.0,0.2,Busuk
Mangga,Buah,Pendingin,0.0,5.4,Terlalu Matang
Mangga,Buah,Pendingin,1.0,0.2,Busuk
Jeruk,Buah,Suhu Ruang,2.0,10.6,Matang
Apel,Buah,Pembeku,3.0,17.9,Terlalu Matang
Pisang,Buah,Suhu Ruang,3.0,1.8,Terlalu Matang
Pisang,Buah,Pembeku,0.0,0.2,Busuk
Mangga,Buah,Suhu Ruang,4.0,5.2,Matang
Tomat,Sayur,Suhu Ruang,1.0,1.5,Busuk
Wortel,Sayur,Pendingin,1.0,4.6,Busuk
Apel,Buah,Suhu Ruang,1.0,7.8,Matang
Wortel,Sayur,Pembeku,0.0,2.3,Busuk
Wortel,Sayur,Pembeku,2.0,3.9,Busuk
Timun,Sayur,Suhu Ruang,2.0,0.8,Busuk
Mangga,Buah,Pendingin,8211.0,3511.6,Mentah
Apel,Buah,Pendingin,0.0,0.2,Busuk
,Buah,Pendingin,,14.7,Matang
Wortel,Sayur,Pembeku,2.0,1.8,Busuk
,,Pendingin,2.0,0.5,
Mangga,Buah,Suhu Ruang,1.0,2.6,Terlalu Matang
Cabe,Sayur,Pembeku,0.0,4.4,Busuk
Wortel,Sayur,Pendingin,2.0,4.3,Busuk
Wortel,Sayur,Suhu Ruang,0.0,15.8,Segar
Tomat,Sayur,Pendingin,5.0,10.3,Segar
Mangga,Buah,Pendingin,3.0,24.0,Mentah
Apel,Buah,Pendingin,4.0,19.4,Matang
Mangga,Buah,Suhu Ruang,5.0,7.9,Matang
Timun,Sayur,Pendingin,0.0,2.3,Busuk
Kentang,Sayur,Suhu Ruang,0.0,2.2,Busuk
Mangga,Buah,Pembeku,2.0,30.1,Matang
Anggur,Buah,Pendingin,5.0,12.3,Matang
Mangga,Buah,Suhu Ruang,1.0,5.3,Matang
Tomat,Sayur,Pendingin,4.0,13.3,Segar
Anggur,Buah,Pembeku,0.0,11.2,Terlalu Matang
Pisang,Buah,Pendingin,0.0,1.3,Busuk
Mangga,Buah,Pendingin,0.0,7.0,Terlalu Matang
Kentang,Sayur,Pembeku,2.0,5.6,Busuk
Anggur,Buah,Pembeku,1.0,0.6,Busuk
,Sayur,Suhu Ruang,,5.3,
Timun,Sayur,Suhu Ruang,6.0,11.1,Segar
Tomat,Sayur,Pendingin,1.0,21.3,Segar
Apel,Buah,Pembeku,2.0,13.5,Terlalu Matang
Jeruk,Buah,Suhu Ruang,1.0,0.0,Busuk
,Sayur,Suhu Ruang,0.0,0.8,Busuk
,,,2.0,2.0,Busuk
Cabe,Sayur,Suhu Ruang,5689.0,3203.1,Busuk
Tomat,Sayur,Suhu Ruang,0.0,10.9,Segar
,Sayur,Suhu Ruang,,10.8,
Pisang,Buah,Pendingin,4.0,11.2,Matang
Pisang,Buah,Pembeku,4.0,26.8,Matang
Cabe,Sayur,Pendingin,1.0,0.1,Busuk
Cabe,Sayur,Suhu Ruang,2.0,0.8,Busuk
Timun,Sayur,Pendingin,0.0,0.8,Busuk
Apel,Buah,Pembeku,0.0,3110.0,Busuk
Pisang,Buah,Pembeku,1.0,0.2,Busuk
Tomat,Sayur,Pendingin,2.0,2.4,Busuk
Anggur,Buah,Suhu Ruang,2.0,3.6,Terlalu Matang
Mangga,Buah,Suhu Ruang,1.0,0.6,Busuk
Pisang,Buah,Suhu Ruang,3.0,1.7,Terlalu Matang
Anggur,Buah,Pembeku,,,Matang
Jeruk,Buah,Pembeku,5.0,38.1,Matang
Apel,Buah,Pembeku,0.0,38.4,Matang
Tomat,Sayur,Pendingin,1.0,1.3,Busuk
Tomat,Sayur,Suhu Ruang,2.0,1.0,Busuk
Tomat,Sayur,Suhu Ruang,4.0,11.0,Segar
Pisang,Buah,Pembeku,0.0,1.9,Busuk
Kentang,Sayur,Suhu Ruang,2.0,2.2,Busuk
Timun,Sayur,Pendingin,0.0,1.1,Busuk
Apel,Ikan,Pendingin,0.0,0.7,Busuk
Tomat,Sayur,Pembeku,2.0,42.0,Segar
Jeruk,Buah,Pendingin,4.0,35.7,Mentah
Pisang,Buah,Pendingin,4.0,12.8,Matang
Timun,Sayur,Suhu Ruang,2.0,0.6,Busuk
,Sayur,Suhu Ruang,,8.1,Segar
Mangga,Buah,Pembeku,5.0,34.9,Mentah
Jeruk,Buah,Pendingin,0.0,7.6,Terlalu Matang
Timun,Sayur,Suhu Ruang,1.0,0.5,Busuk
-,Buah,Pendingin,4.0,19.3,Matang
Anggur,Buah,,,,
Jeruk,Buah,Pendingin,0.0,5.4,Terlalu Matang
Timun,Sayur,Pendingin,0.0,1.2,Busuk
Mangga,Buah,Suhu Ruang,2.0,3.2,Terlalu Matang
Apel,Buah,Pendingin,1.0,1.1,Busuk
Anggur,Buah,Pembeku,1.0,33.0,OK
Apel,Buah,Suhu Ruang,0.0,4.8,Terlalu Matang
Pisang,Buah,Pembeku,0.0,1.1,Busuk
Apel,Buah,Pembeku,1.0,16.9,Terlalu Matang
Tomat,Sayur,Pembeku,2.0,4.3,Busuk
Jeruk,Buah,Suhu Ruang,0.0,0.1,Busuk
Anggur,Buah,Pendingin,0.0,1.6,Busuk
Mangga,Buah,Pembeku,1000.0,2797.1,Mentah
Kentang,Sayur,Suhu Ruang,5.0,18.9,Segar
Mangga,Buah,Pendingin,6.0,18.2,Mentah
Jeruk,Buah,Pembeku,3724.0,6041.2,Busuk
Timun,Sayur,Suhu Ruang,0.0,0.6,Busuk
Mangga,Buah,Pembeku,5.0,27.1,1
Pisang,Buah,Suhu Ruang,1.0,0.4,Busuk
Jeruk,Buah,Pembeku,1.0,3.5,Busuk
Mangga,Buah,Suhu Ruang,3.0,4.9,Matang
Anggur,Buah,Suhu Ruang,4.0,7.6,Matang
Pisang,Buah,Suhu Ruang,6.0,6.5,Mentah
Apel,Buah,N/A,0.0,3.2,Busuk
,Buah,Pendingin,500.0,2879.7,null
Anggur,Buah,Suhu Ruang,2.0,7.2,Matang
,Buah,,0.0,,Busuk
Apel,Buah,Pendingin,3.0,7.8,Terlalu Matang
Cabe,Sayur,Suhu Ruang,2.0,1.6,Busuk
Pisang,Buah,Suhu Ruang,5.0,7.2,Mentah
Anggur,Buah,Pembeku,1.0,0.1,Busuk
Wortel,Sayur,Suhu Ruang,3.0,10.8,Segar
Wortel,Sayur,Suhu Ruang,6.0,13.5,Segar
Anggur,1,Suhu Ruang,1.0,0.1,Busuk
Tomat,Sayur,Suhu Ruang,0.0,1.1,Busuk
Apel,Buah,Pembeku,5.0,29.8,Matang
Pisang,Buah,Pembeku,1.0,2.1,Busuk
Jeruk,Buah,Pembeku,3.0,17.1,Terlalu Matang
Anggur,Buah,Suhu Ruang,1429.0,6875.6,Mentah
Pisang,Buah,Pendingin,-99.0,2156.9,Expired
Wortel,Sayur,Pendingin,0.0,3.9,Busuk
Jeruk,Buah,,1.0,0.2,
Wortel,Sayur,Pembeku,0.0,5.0,Busuk
Anggur,Buah,Pendingin,0.0,18.3,Matang
Mangga,Buah,Suhu Ruang,1.0,10.5,Mentah
Wortel,Sayur,Pembeku,0.0,10.2,Busuk
Tomat,Sayur,Pembeku,1.0,4.1,Busuk
Kentang,Sayur,Pembeku,2.0,10.8,Busuk
Mangga,Buah,Pembeku,2.0,7.9,Terlalu Matang
Wortel,Sayur,Pendingin,4.0,,
Cabe,Sayur,Pendingin,2.0,18.0,Segar
Cabe,Sayur,Suhu Ruang,1.0,1.3,Busuk
Kentang,Sayur,Suhu Ruang,0.0,9.4,Segar
Tomat,Sayur,Pendingin,2.0,2.2,Busuk
Apel,Buah,Pembeku,2.0,19.0,Terlalu Matang
Anggur,Buah,Pembeku,9999.0,1888.0,Expired
Pisang,Buah,Pendingin,0.0,9.9,Matang
Jeruk,Buah,Suhu Ruang,0.0,0.8,Busuk
,Buah,Suhu Ruang,,,Terlalu Matang
Cabe,Sayur,Pembeku,0.0,5.1,Busuk
Anggur,Buah,Suhu Ruang,0.0,6.3,Matang
Kentang,Sayur,Pendingin,2.0,27.7,Segar
Cabe,Sayur,Pembeku,4.0,39.6,Segar
Tomat,Sayur,Suhu Ruang,1.0,0.7,Busuk
Jeruk,Buah,Pendingin,6.0,23.0,Mentah
Anggur,Buah,Pendingin,2.0,7.8,Terlalu Matang
Pisang,Buah,Suhu Ruang,0.0,5.0,Matang
Mangga,Buah,Pembeku,1.0,25.5,Matang
,Sayur,,2.0,,Busuk
Cabe,Sayur,Suhu Ruang,1.0,8.2,Segar
Mangga,Buah,Suhu Ruang,0.0,0.3,Busuk
Kentang,Sayur,Suhu Ruang,1.0,0.9,Busuk
Kentang,Sayur,Pendingin,0.0,22.9,Segar
Apel,Buah,Pembeku,0.0,2.9,Busuk
Cabe,Sayur,Suhu Ruang,0.0,0.7,Busuk
Jeruk,??,Pendingin,4.0,29.3,Mentah
Jeruk,,Pembeku,-99.0,1618.5,Expired
Timun,Sayur,Pembeku,2.0,2.4,Busuk
Cabe,Sayur,Suhu Ruang,6.0,14.4,Segar
Anggur,Buah,Pembeku,0.0,10.1,Terlalu Matang
Mangga,Buah,Pembeku,3.0,8.4,Terlalu Matang
Tomat,Sayur,Pendingin,0.0,1.4,Busuk
Apel,Buah,Suhu Ruang,1.0,16.5,Mentah
Anggur,Buah,Suhu Ruang,4.0,9.4,Matang
Tomat,Sayur,Pendingin,2.0,0.1,Busuk
Jeruk,Buah,Pembeku,1.0,0.3,Busuk
Wortel,Sayur,Suhu Ruang,5.0,16.2,Segar
Timun,Sayur,Suhu Ruang,6.0,9.5,Segar
Pisang,Buah,Suhu Ruang,5.0,5.9,Mentah
Anggur,Buah,Pembeku,1.0,10.6,Terlalu Matang
Wortel,Sayur,Suhu Ruang,2.0,2.4,Busuk
Mangga,Buah,Suhu Ruang,0.0,0.3,Busuk
Pisang,Buah,Pembeku,3.0,10.6,Terlalu Matang
Tomat,Sayur,Suhu Ruang,500.0,1000.0,null
Timun,Sayur,Suhu Ruang,0.0,238.9,Expired
Timun,Sayur,Pendingin,1.0,2.6,Busuk
Apel,Buah,Suhu Ruang,1.0,8.9,Mentah
Jeruk,Buah,Suhu Ruang,1.0,9.4,Matang
Cabe,Sayur,Pendingin,1000.0,1508.3,Busuk
Tomat,Sayur,Pembeku,4.0,24.6,Segar
Cabe,Sayur,Suhu Ruang,6.0,14.2,Segar
Timun,Sayur,Pendingin,8818.0,5668.2,Busuk
Apel,Buah,Pembeku,3.0,11.9,Terlalu Matang
Tomat,Sayur,Pendingin,2.0,0.3,Busuk
Cabe,Sayur,Suhu Ruang,2.0,5.2,Segar
Pisang,Buah,Pembeku,0.0,38.0,Mentah
Wortel,Sayur,Pendingin,2.0,,
Anggur,Buah,Pendingin,1.0,0.8,Busuk
Cabe,Sayur,Suhu Ruang,0.0,0.2,Busuk
Timun,Sayur,Suhu Ruang,6.0,5.2,Segar
Kentang,Sayur,Suhu Ruang,0.0,0.9,Busuk
Cabe,Sayur,Pembeku,,38.0,Segar
Timun,Sayur,Pembeku,,,Busuk
Mangga,Buah,Pembeku,3.0,9.5,Terlalu Matang
Timun,Sayur,Suhu Ruang,1.0,7.0,Segar
Cabe,Sayur,Suhu Ruang,0.0,0.6,Busuk
Mangga,Buah,Pembeku,0.0,38.9,Mentah
Kentang,Sayur,Suhu Ruang,0.0,15.4,Segar
Mangga,Buah,Suhu Ruang,1.0,2.0,Terlalu Matang
Timun,Sayur,Suhu Ruang,2.0,6.2,Segar
Tomat,Sayur,Pendingin,1.0,3.2,Busuk
Tomat,Sayur,Suhu Ruang,0.0,0.2,Busuk
Timun,Sayur,Pembeku,2.0,20.7,
Tomat,,Pembeku,,5.3,Busuk
Wortel,Sayur,Pendingin,6.0,17.7,Segar
Jeruk,Buah,Pembeku,1.0,1.1,Busuk
Mangga,Buah,Pendingin,1.0,1.7,Busuk
Tomat,Sayur,Suhu Ruang,0.0,1.6,Busuk
Cabe,Sayur,Pendingin,1.0,2.8,Busuk
Jeruk,Buah,Pendingin,3.0,6.1,Terlalu Matang
Mangga,Buah,Pendingin,1.0,1.1,Busuk
Jeruk,Buah,Suhu Ruang,1.0,1.1,Busuk
Tomat,Sayur,Pembeku,1.0,22.4,Segar
Kentang,Sayur,Pendingin,0.0,36.6,Segar
Cabe,Sayur,Pendingin,0.0,3.4,Busuk
Tomat,Sayur,Suhu Ruang,2.0,9.9,Segar
Pisang,Buah,Pendingin,2.0,15.4,Matang
Mangga,Buah,Pembeku,4377.0,2431.5,Matang
Wortel,Sayur,Suhu Ruang,0.0,1.0,
Tomat,Sayur,Pembeku,0.0,2.9,1
Timun,Sayur,Pembeku,1.0,4.5,Busuk
Anggur,Buah,Pembeku,0.0,3.2,Busuk
Pisang,Buah,Pendingin,2.0,5.8,Terlalu Matang
Kentang,Sayur,Suhu Ruang,4.0,12.3,Segar
Timun,Sayur,Suhu Ruang,2.0,1.4,Busuk
,,Suhu Ruang,2.0,8.9,
Tomat,Sayur,Pendingin,2.0,0.3,Busuk
Apel,Buah,Suhu Ruang,5.0,9.6,Matang
Pisang,Buah,Pendingin,2.0,12.7,Matang
Cabe,Sayur,Pembeku,6.0,29.7,Segar
,,,5.0,31.5,Matang
Wortel,Sayur,Pendingin,2.0,0.3,Busuk
Jeruk,Buah,Pembeku,1.0,18.9,Terlalu Matang
Jeruk,Buah,Suhu Ruang,0.0,15.0,Mentah
Cabe,Sayur,Pendingin,3.0,14.1,Segar
Pisang,Buah,Pendingin,4.0,13.8,Matang
Mangga,Buah,Suhu Ruang,0.0,0.1,Busuk
Pisang,Buah,Suhu Ruang,1.0,1.8,Terlalu Matang
,Buah,Pendingin,1.0,,
Mangga,Buah,Pendingin,0.0,1.2,Busuk
Kentang,Sayur,Suhu Ruang,1000.0,3081.4,Segar
Pisang,Buah,Pendingin,1.0,3.4,Terlalu Matang
Pisang,Buah,Pembeku,1.0,1.5,Busuk
Pisang,Buah,Pembeku,0.0,7.0,Terlalu Matang
Anggur,Buah,Suhu Ruang,5.0,7.0,Matang
Apel,Buah,Suhu Ruang,3.0,4.8,Terlalu Matang
Pisang,Buah,Suhu Ruang,1.0,0.2,Busuk
Kentang,Ikan,Pendingin,1.0,5.0,Busuk
Anggur,Buah,N/A,2.0,17.1,Mentah
Pisang,Buah,Pendingin,3.0,4.6,Terlalu Matang
Mangga,Buah,Pembeku,0.0,14.2,Terlalu Matang
Jeruk,Buah,Suhu Ruang,0.0,12.4,Matang
Anggur,Buah,Pembeku,3.0,21.1,Matang
Anggur,Buah,Pendingin,1.0,0.2,Busuk
Pisang,Buah,Pembeku,1.0,10.2,Terlalu Matang
Mangga,Buah,Pendingin,4.0,10.5,Matang
Cabe,Sayur,Suhu Ruang,1.0,0.9,Busuk
Anggur,Buah,Suhu Ruang,0.0,4.0,Terlalu Matang
Mangga,Buah,Suhu Ruang,-5.0,2930.7,Terlalu Matang
Tomat,Sayur,Pendingin,2.0,2.4,Busuk
Jeruk,Buah,Pendingin,1.0,21.1,Mentah
Anggur,Buah,Pembeku,2.0,15.4,Terlalu Matang
Pisang,Buah,Suhu Ruang,1000.0,2016.6,Mentah
Mangga,Buah,Pembeku,0.0,37.0,Mentah
Anggur,Buah,Suhu Ruang,0.0,1.0,Busuk
Pisang,Buah,Pembeku,1.0,6.5,Terlalu Matang
,Sayur,,0.0,,
Tomat,Sayur,Suhu Ruang,1.0,0.6,Busuk
Cabe,Sayur,Pendingin,,22.0,Segar
Tomat,Sayur,Pendingin,1.0,10.6,Segar
Pisang,Buah,,9999.0,2747.3,Expired
Timun,Sayur,Suhu Ruang,2.0,12.8,Segar
Mangga,Buah,Pendingin,2.0,5.9,Terlalu Matang
Anggur,Buah,?,1.0,9.3,Matang
Anggur,Buah,Pendingin,4.0,26.6,Mentah
Apel,Buah,Pembeku,0.0,1.6,Busuk
,,Pembeku,500.0,2462.9,N/A
Pisang,Buah,Pendingin,1.0,3.3,Terlalu Matang
Anggur,Buah,Pendingin,2.0,4.7,Terlalu Matang
Anggur,Buah,Pendingin,5.0,11.4,Matang
,Sayur,,0.0,,Busuk
Wortel,Sayur,Suhu Ruang,5.0,8.1,Segar
Tomat,Sayur,Pendingin,4.0,22.9,Segar
Tomat,Sayur,Pendingin,2.0,0.6,Busuk
Apel,Buah,Suhu Ruang,1.0,9.2,Mentah
Mangga,Buah,Pendingin,1.0,1.1,Busuk
Anggur,Buah,Suhu Ruang,3.0,6.3,Matang
Tomat,Sayur,Suhu Ruang,2.0,7.8,Segar
Tomat,Sayur,Pendingin,5.0,10.3,Segar
Cabe,Sayur,Pendingin,5.0,10.2,Segar
Cabe,Sayur,N/A,1.0,20.9,Segar
Anggur,Buah,Pendingin,0.0,7.0,Terlalu Matang
Pisang,Buah,Pembeku,1.0,33.1,Expired
Tomat,Sayur,Pembeku,0.0,,Busuk
Cabe,Sayur,Suhu Ruang,6.0,11.2,Segar
Apel,Buah,Suhu Ruang,4.0,10.5,Mentah
Anggur,Buah,Pembeku,1.0,3.2,Busuk
Kentang,Sayur,Suhu Ruang,0.0,1.2,Busuk
Cabe,Sayur,Pendingin,2.0,17.5,Segar
Jeruk,Buah,Pendingin,1.0,16.1,Matang
Tomat,Sayur,Pendingin,1000.0,3624.6,Segar
Anggur,Buah,Pendingin,,,
,Buah,Pendingin,0.0,,
Cabe,Sayur,Pembeku,6.0,37.5,Segar
Kentang,Sayur,Suhu Ruang,3.0,9.1,Segar
Wortel,Sayur,Pembeku,0.0,6.8,Busuk
Anggur,Buah,Pendingin,5.0,,
Cabe,Sayur,Pendingin,5.0,12.4,Segar
Cabe,Sayur,Pembeku,1.0,3.9,Busuk
Jeruk,Buah,Pendingin,8022.0,3573.9,Busuk
Jeruk,Buah,Pembeku,2.0,12.4,Terlalu Matang
Cabe,Sayur,Pendingin,0.0,1.1,Busuk
Kentang,Sayur,Suhu Ruang,0.0,2.6,Busuk
Cabe,Sayur,Pembeku,3.0,26.3,Segar
Timun,Sayur,Pembeku,1.0,3.9,Busuk
Anggur,Buah,Suhu Ruang,0.0,0.7,Busuk
Kentang,Sayur,Pendingin,0.0,3.4,Busuk
Anggur,Buah,Pembeku,1.0,0.5,Busuk
Cabe,Sayur,,1.0,1.2,Busuk
Cabe,Sayur,Suhu Ruang,1.0,0.6,Busuk
Anggur,Buah,Pembeku,1.0,0.4,Busuk
,,,5.0,40.7,Segar
,,Pendingin,1.0,1.1,
Timun,Sayur,Suhu Ruang,1.0,7.0,Segar
Apel,Buah,Pembeku,3.0,17.6,Terlalu Matang
Cabe,Sayur,Pendingin,2.0,11.8,Segar
Kentang,Sayur,,9999.0,2054.2,N/A
Mangga,Buah,Pendingin,2.0,18.3,Mentah
Timun,Sayur,Suhu Ruang,1.0,1.5,Busuk
Wortel,Sayur,,,0.9,Busuk
Mangga,Buah,Suhu Ruang,3.0,3.1,Terlalu Matang
Tomat,Sayur,Pembeku,3.0,29.4,Segar
Pisang,Buah,Pendingin,1.0,3.8,Terlalu Matang
Mangga,Buah,Pendingin,1.0,5.1,Terlalu Matang
Jeruk,Buah,Pendingin,5.0,14.5,Matang
Mangga,Buah,Suhu Ruang,1.0,0.2,Busuk
Kentang,Sayur,Pendingin,3.0,28.3,Segar
Anggur,Buah,Pembeku,2.0,11.2,Terlalu Matang
Tomat,Sayur,Pendingin,2.0,0.6,Busuk
Kentang,Sayur,Suhu Ruang,2.0,0.7,Busuk
Anggur,Buah,Pembeku,3.0,29.1,Matang
Kentang,Sayur,Pendingin,2.0,4.2,Busuk
Timun,Sayur,Pendingin,1.0,1.5,Busuk
,Sayur,Pembeku,1.0,16.7,Segar
Pisang,Buah,Pendingin,0.0,6.1,Terlalu Matang
Tomat,Sayur,Pembeku,,37.5,Segar
Apel,Buah,Pembeku,2.0,14.4,Terlalu Matang
Apel,Buah,Suhu Ruang,0.0,932.6,Busuk
Cabe,Sayur,Suhu Ruang,0.0,6.8,Segar
Pisang,Buah,Pendingin,3.0,5.4,Terlalu Matang
Kentang,Sayur,Pendingin,0.0,19.0,Segar
Jeruk,Buah,Suhu Ruang,5.0,6.6,Matang
Cabe,Sayur,Pembeku,2.0,38.4,Segar
Jeruk,Buah,Suhu Ruang,5.0,11.0,Mentah
Cabe,Sayur,Suhu Ruang,5.0,9.4,Segar
Jeruk,Buah,Pendingin,3.0,22.0,Matang
Jeruk,Buah,Pembeku,0.0,14.1,Terlalu Matang
Kentang,Sayur,Pendingin,1.0,2.0,Expired
Mangga,Buah,Suhu Ruang,3.0,7.1,Mentah
Cabe,Sayur,Suhu Ruang,0.0,0.9,Busuk
Timun,Sayur,Pendingin,0.0,1.1,Busuk
Timun,Sayur,Pendingin,1.0,1.1,Busuk
Mangga,Buah,Suhu Ruang,9999.0,2365.1,N/A
Pisang,Buah,Pembeku,2.0,8.8,Terlalu Matang
Kentang,Sayur,Pendingin,0.0,2.0,Busuk
Pisang,,Pendingin,0.0,,
Timun,Sayur,Pembeku,3.0,33.3,Segar
Jeruk,Buah,Pembeku,-1.0,-600.7,Matang
Jeruk,Buah,Pembeku,1.0,4.2,Busuk
,Buah,Suhu Ruang,6.0,10.7,Mentah
Apel,Buah,Pendingin,1.0,32.4,Mentah
,,,,3.4,
Anggur,Buah,Pembeku,1.0,0.5,Busuk
Tomat,Sayur,Suhu Ruang,2.0,1.3,Busuk
Anggur,Buah,Suhu Ruang,,2.6,Terlalu Matang
Apel,Buah,Pembeku,1.0,0.2,Busuk
Timun,Sayur,Suhu Ruang,-210.0,-710.3,Busuk
Wortel,Sayur,Pendingin,5.0,29.1,Segar
Tomat,Sayur,Pendingin,2.0,23.9,Segar
Pisang,Buah,Pendingin,0.0,5.8,Terlalu Matang
Wortel,Sayur,Suhu Ruang,2.0,0.3,Busuk
Mangga,Buah,Pendingin,1.0,0.4,Busuk
Tomat,Sayur,Suhu Ruang,4.0,9.8,Segar
Apel,Buah,Suhu Ruang,1.0,0.5,Busuk
Mangga,Buah,Suhu Ruang,0.0,0.9,Busuk
Pisang,Buah,Pendingin,1.0,0.4,Busuk
Mangga,Buah,Pendingin,1.0,4.4,Terlalu Matang
Mangga,Buah,Pendingin,1.0,0.6,Busuk
Anggur,Buah,Pembeku,5.0,25.7,Matang
Wortel,Sayur,Pembeku,1.0,7.6,Busuk
Wortel,Sayur,Pendingin,1.0,4.9,Busuk
Anggur,Buah,Pembeku,0.0,2.7,Busuk
Jeruk,Buah,Pembeku,2.0,14.0,Terlalu Matang
Anggur,Buah,Pembeku,2.0,15.4,Terlalu Matang
Jeruk,Buah,Pendingin,2.0,7.4,Terlalu Matang
Kentang,Sayur,,1.0,4.9,Busuk
Pisang,Buah,Pendingin,1.0,0.6,Busuk
Cabe,Sayur,Pendingin,2.0,0.1,Busuk
Pisang,Buah,Suhu Ruang,1.0,0.8,Busuk
Apel,Buah,Suhu Ruang,0.0,0.9,Busuk
Tomat,Sayur,Pendingin,500.0,1849.5,
Kentang,Sayur,Pembeku,0.0,4.8,Busuk
Timun,Sayur,Pembeku,0.0,2.3,Busuk
Mangga,Buah,Pendingin,2.0,10.2,Matang
Kentang,,Pembeku,1.0,3.2,
Apel,Buah,Pembeku,0.0,3.6,Busuk
Wortel,,,3.0,,Segar
Pisang,Buah,Suhu Ruang,2.0,7.3,Matang
Kentang,Sayur,Pendingin,3.0,39.4,Segar
,,Suhu Ruang,2.0,0.5,Busuk
Kentang,Sayur,Suhu Ruang,2.0,1.3,Busuk
,Buah,Pendingin,2.0,15.2,
,Buah,Pembeku,3.0,,Matang
Apel,Buah,Suhu Ruang,6.0,15.0,Mentah
Anggur,Buah,Pembeku,0.0,2.4,Busuk
,Sayur,Suhu Ruang,,,Segar
Apel,Buah,Pembeku,0.0,0.4,Busuk
Jeruk,Buah,Pendingin,0.0,8.4,Terlalu Matang
Timun,Sayur,Pendingin,3.0,9.4,Segar
Wortel,Sayur,Pembeku,0.0,0.7,Busuk
Cabe,Sayur,Pendingin,2.0,2.8,Busuk
Wortel,Sayur,Pembeku,0.0,6.5,Busuk
Cabe,Sayur,Suhu Ruang,0.0,1.1,Busuk
Apel,Buah,Pendingin,1.0,1.6,Busuk
Pisang,Buah,Pendingin,6.0,15.5,Mentah
Anggur,Buah,Suhu Ruang,9573.0,4457.2,Busuk
Kentang,N/A,Pendingin,1.0,2.7,Busuk
Cabe,Sayur,Suhu Ruang,0.0,11.4,Segar
Pisang,Buah,Pembeku,4.0,22.5,Matang
Anggur,Buah,Pendingin,2445.0,7278.4,Mentah
Anggur,Buah,Pembeku,-552.0,-110.5,Busuk
Cabe,Sayur,Pendingin,2.0,3.8,Busuk
Tomat,Sayur,Pendingin,4.0,16.1,Segar
Tomat,Sayur,Pembeku,3.0,25.6,Segar
Anggur,Buah,Suhu Ruang,5.0,5.7,Matang
Wortel,Sayur,Suhu Ruang,2.0,0.7,Busuk
Apel,Bumbu,Pembeku,3.0,16.9,Terlalu Matang
Mangga,Buah,Pendingin,1.0,6.3,Terlalu Matang
Apel,Buah,Pembeku,4.0,31.2,Matang
Tomat,Sayur,Pembeku,1.0,1.3,Busuk
