food_name,food_category,packaging_type,storage_location,is_opened,days_to_expire,days_since_opened,sisa_hari,label
Susu Uht Stroberi,Produk Olahan Susu,Karton,Chiller,1,249.0,1.0,0.0,Expired
Biskuit Oreo,Produk Kering,Plastik,Outside,1,59.0,2.0,5.0,Soon
Jus Apel,Produk Minuman,Karton,Chiller,1,36.0,10.0,-5.0,Expired
Biskuit Sandwich,Produk Kering,Plastik,Unknown,0,171.0,0.0,171.0,Fresh
Nugget Sayuran,Produk Protein,Plastik,Unknown,1,106.0,2.0,1.0,Soon
Nugget Ikan,Produk Protein,Plastik,Freezer,0,34.0,0.0,34.0,Fresh
Nugget Ayam,Produk Protein,Plastik,Freezer,1,23.0,4.0,-1.0,Expired
Susu Uht Vanila,Produk Olahan Susu,Karton,Chiller,0,136.0,0.0,136.0,Fresh
Jus Mangga,Produk Minuman,Karton,Chiller,0,43.0,0.0,43.0,Fresh
Susu Bubuk Coklat,Produk Olahan Susu,Karton,Outside,1,500.0,12.0,1.0,Soon
Sereal Coklat,Produk Kering,Karton,Outside,1,354.0,12.0,-1.0,Expired
Teh Kotak Hijau,Produk Minuman,Karton,Outside,0,246.0,0.0,246.0,Fresh
Nanas Kaleng,Produk Kaleng,Kaleng,Outside,0,174.0,0.0,174.0,Fresh
Sereal Oat,Produk Kering,Karton,Outside,0,241.0,0.0,241.0,Fresh
Persik Kaleng,Produk Kaleng,Kaleng,Outside,0,180.0,0.0,180.0,Fresh
Teh Tarik,Produk Minuman,Karton,Chiller,1,255.0,5.0,-4.0,Expired
Teh Lemon,Produk Minuman,Karton,Outside,1,352.0,5.0,-4.0,Expired
Cola Zero Sugar,Unknown,Kaleng,Outside,0,278.0,0.0,250.0,Fresh
Biskuit Digestive,Produk Kering,Plastik,Outside,1,302.0,1.0,13.0,Fresh
Leci Dalam Sirup,Produk Kaleng,Kaleng,Outside,1,227.0,2.0,1.0,Soon
Air Mineral,Produk Minuman,Plastik,Outside,0,309.0,0.0,250.0,Fresh
Susu Uht Coklat,Produk Olahan Susu,Karton,Chiller,1,92.0,5.0,-4.0,Expired
Jus Nanas,Produk Minuman,Karton,Chiller,0,97.0,0.0,97.0,Fresh
Sosis Frankfurter,Produk Protein,Unknown,Chiller,1,24.0,9.0,-2.0,Expired
Nugget Sayuran,Produk Protein,Plastik,Freezer,0,120.0,0.0,120.0,Fresh
Nugget Sayuran,Produk Protein,Plastik,Freezer,1,10.0,4.0,-1.0,Expired
Sereal Oat,Produk Kering,Karton,Outside,1,28.0,12.0,17.0,Fresh
Jagung Manis Kaleng,Produk Kaleng,Kaleng,Chiller,0,411.0,0.0,250.0,Fresh
Mie Instan Ayam,Produk Kering,Plastik,Unknown,1,211.0,1.0,-1.0,Expired
Teh Lemon,Produk Minuman,Karton,Outside,1,322.0,5.0,-4.0,Expired
Teh Kotak Jasmine,Produk Minuman,Karton,Outside,0,208.0,0.0,208.0,Fresh
Teh Lemon,Produk Minuman,Karton,Outside,0,5.0,0.0,5.0,Soon
Soda Lemon,Produk Minuman,Kaleng,Outside,0,168.0,0.0,168.0,Fresh
Jus Anggur,Produk Minuman,Botol Kaca,Chiller,1,162.0,4.0,1.0,Soon
Sosis Frankfurter,Produk Protein,Plastik,Chiller,0,7.0,0.0,7.0,Soon
Air Mineral,Produk Minuman,Plastik,Outside,1,401.0,4.0,-3.0,Expired
Sereal Muesli,Produk Kering,Karton,Outside,0,223.0,0.0,223.0,Fresh
Susu Kental Manis Coklat,Produk Olahan Susu,Kaleng,Dingin,1,396.0,11.0,3.0,Soon
Susu Kedelai,Produk Olahan Susu,Karton,Chiller,0,36.0,0.0,-50.0,Fresh
Jus Jambu,Produk Minuman,Karton,Chiller,0,96.0,0.0,96.0,Fresh
Biskuit Oatmeal,Produk Kering,Plastik,Outside,0,74.0,9.0,-2.0,Expired
Jus Anggur,Produk Minuman,Botol Kaca,Chiller,1,-10.0,10.0,-5.0,Dead
Biskuit Oatmeal,Produk Kering,Plastik,Outside,0,22.0,0.0,22.0,Fresh
Susu Uht Vanila,Produk Olahan Susu,Karton,Chiller,1,65.0,6.0,-5.0,Expired
Biskuit Digestive,Produk Kering,Plastik,Outside,1,116.0,3.0,11.0,Fresh
Susu Bubuk Full Cream,Produk Olahan Susu,Karton,Outside,1,449.0,12.0,-2.0,Expired
Susu Bubuk Full Cream,Produk Olahan Susu,Karton,Outside,1,495.0,12.0,-1.0,Expired
Kornet Sapi,Produk Kaleng,Kaleng,Outside,0,422.0,0.0,250.0,Fresh
Susu Kedelai,Produk Olahan Susu,Karton,Chiller,1,192.0,7.0,-2.0,Expired
Air Mineral,Produk Minuman,Plastik,Outside,0,413.0,0.0,250.0,Fresh
Teh Kotak Jasmine,Produk Minuman,Karton,Unknown,1,360.0,5.0,-4.0,Expired
Mie Instan Goreng,Unknown,Plastik,Outside,1,318.0,4.0,-4.0,Expired
Keju Parmesan,Produk Olahan Susu,Plastik,Chiller,1,315.0,6.0,24.0,Fresh
Yogurt Stroberi,Produk Olahan Susu,Plastik,Chiller,1,3.0,6.0,-3.0,Expired
Biskuit Wafer,Produk Kering,Plastik,Outside,1,127.0,4.0,1.0,Soon
Sosis Frozen,Produk Protein,Plastik,Freezer,1,33.0,8.0,-5.0,Expired
Buah Cocktail,Produk Kaleng,Kaleng,Outside,1,500.0,7.0,-4.0,Expired
Biskuit Wafer,Produk Kering,Plastik,Outside,1,119.0,5.0,0.0,Expired
Soda Lemon,Produk Minuman,Kaleng,Outside,1,27.0,5.0,-4.0,Expired
Sosis Frozen,Produk Protein,Plastik,Freezer,0,60.0,0.0,60.0,Fresh
Jus Jambu,Produk Minuman,Karton,Chiller,0,114.0,0.0,114.0,Fresh
Susu Bubuk Full Cream,Produk Olahan Susu,Karton,Outside,0,94.0,0.0,94.0,Fresh
Susu Uht Full Cream,Produk Olahan Susu,Karton,Chiller,1,36.0,9.0,-2.0,Expired
Teh Lemon,Produk Minuman,Karton,Outside,0,167.0,0.0,167.0,Fresh
Biskuit Crackers,Produk Kering,Plastik,Outside,0,79.0,0.0,79.0,Fresh
Yogurt Stroberi,Produk Olahan Susu,Plastik,Unknown,0,5.0,7.0,-4.0,Expired
Jus Anggur,Produk Minuman,Botol Kaca,Chiller,1,324.0,4.0,1.0,Soon
Nugget Ayam,Produk Protein,Plastik,Freezer,1,68.0,6.0,-3.0,Expired
Sereal Muesli,Produk Kering,Karton,Outside,1,212.0,12.0,3.0,Soon
Sereal Granola,Produk Kering,Karton,Outside,1,311.0,3.0,27.0,Fresh
Sereal Muesli,Produk Kering,Unknown,Outside,1,64.0,4.0,26.0,Fresh
Keju Cream Cheese,Produk Olahan Susu,Karton,Chiller,0,45.0,0.0,45.0,Fresh
Sarden Minyak Zaitun,Produk Kaleng,Kaleng,Outside,0,121.0,0.0,121.0,Fresh
Minuman Isotonik,Produk Minuman,Plastik,Outside,1,67.0,6.0,-5.0,Expired
Nugget Sapi,Produk Protein,Plastik,Freezer,0,82.0,0.0,82.0,Fresh
Sosis Frankfurter,Produk Protein,Plastik,Chiller,1,-10.0,9.0,-2.0,Expired
Buah Cocktail,Produk Kaleng,Kaleng,Outside,1,500.0,4.0,-1.0,Expired
Cola Zero Sugar,Produk Minuman,Kaleng,Outside,1,258.0,1.0,0.0,Expired
Susu Almond,Produk Olahan Susu,Karton,Chiller,0,29.0,0.0,29.0,Fresh
Susu Bubuk Bayi,Produk Olahan Susu,Karton,Outside,0,406.0,0.0,250.0,Fresh
Nugget Udang,Produk Protein,Plastik,Freezer,0,179.0,0.0,179.0,Fresh
Jagung Manis Kaleng,Produk Kaleng,Kaleng,Chiller,0,91.0,0.0,91.0,Fresh
Biskuit Oatmeal,Produk Kering,Plastik,Outside,0,28.0,0.0,28.0,Fresh
Minuman Isotonik,Produk Minuman,Plastik,Outside,0,45.0,0.0,45.0,Fresh
Yogurt Blueberry,Produk Olahan Susu,Plastik,Chiller,0,12.0,0.0,12.0,Fresh
Yogurt Plain,Produk Olahan Susu,Plastik,Chiller,1,1.0,4.0,1.0,Soon
Biskuit Sandwich,Produk Kering,Plastik,Outside,0,109.0,0.0,109.0,Fresh
Sereal Granola,Produk Kering,Karton,Outside,1,293.0,12.0,15.0,Fresh
Biskuit Sandwich,Produk Kering,Plastik,Outside,0,133.0,0.0,133.0,Fresh
Susu Almond,Produk Olahan Susu,Karton,Chiller,0,206.0,0.0,206.0,Fresh
Soda Lemon,Produk Minuman,Kaleng,Outside,1,6.0,6.0,-5.0,Expired
Sereal Granola,Produk Kering,Karton,Outside,0,130.0,0.0,130.0,Fresh
Jus Jeruk,Produk Minuman,Karton,Chiller,1,59.0,10.0,-5.0,Expired
Cola Zero Sugar,Produk Minuman,Kaleng,Outside,1,258.0,5.0,-4.0,Expired
Susu Bubuk Bayi,Produk Olahan Susu,Karton,Outside,0,-10.0,0.0,250.0,Fresh
Biskuit Crackers,Produk Kering,Unknown,Outside,1,89.0,8.0,-1.0,Expired
Biskuit Oreo,Produk Kering,Plastik,Outside,0,4.0,0.0,4.0,Soon
Nanas Kaleng,Produk Kaleng,Kaleng,Outside,1,303.0,8.0,-5.0,Expired
Sosis Frankfurter,Produk Protein,Plastik,Chiller,1,62.0,9.0,-2.0,Expired
Susu Bubuk Skim,Produk Olahan Susu,Karton,Unknown,0,466.0,0.0,250.0,Fresh
Biskuit Oreo,Produk Kering,Plastik,Unknown,1,108.0,4.0,3.0,Soon
Teh Tarik,Produk Minuman,Karton,Unknown,1,66.0,2.0,-1.0,Expired
Mie Instan Soto,Produk Kering,Plastik,Outside,1,24.0,2.0,-2.0,Expired
Air Mineral,Produk Minuman,Plastik,Outside,1,-10.0,4.0,-3.0,Expired
Susu Uht Low Fat,Produk Olahan Susu,Karton,Chiller,1,125.0,8.0,-3.0,Expired
Susu Pasteurisasi,Produk Olahan Susu,Plastik,Chiller,1,3.0,7.0,-4.0,Expired
Sereal Muesli,Produk Kering,Karton,Outside,1,162.0,12.0,4.0,Soon
Teh Kotak Hijau,Produk Minuman,Unknown,Outside,1,364.0,2.0,-1.0,Expired
Susu Uht Stroberi,Produk Olahan Susu,Karton,Chiller,1,113.0,4.0,-3.0,Expired
Jus Mangga,Produk Minuman,Karton,Chiller,0,114.0,0.0,114.0,Fresh
Susu Uht Low Fat,Produk Olahan Susu,Karton,Chiller,1,34.0,5.0,0.0,Expired
Sosis Ayam,Produk Protein,Plastik,Chiller,0,35.0,0.0,35.0,Fresh
Susu Bubuk Coklat,Produk Olahan Susu,Karton,Outside,0,83.0,0.0,83.0,Fresh
Biskuit Digestive,Produk Kering,Plastik,Outside,1,194.0,12.0,-5.0,Expired
Rambutan Kaleng,Produk Kaleng,Kaleng,Outside,0,252.0,0.0,-50.0,Fresh
Sereal Granola,Produk Kering,Karton,Outside,0,216.0,12.0,9.0,Fresh
Susu Uht Vanila,Unknown,Karton,Chiller,1,207.0,3.0,-2.0,Expired
Nanas Kaleng,Produk Kaleng,Kaleng,Outside,0,285.0,0.0,250.0,Fresh
Mie Instan Goreng,Produk Kering,Plastik,Outside,0,143.0,0.0,143.0,Fresh
Susu Bubuk Skim,Produk Olahan Susu,Karton,Outside,1,500.0,8.0,22.0,Fresh
Teh Lemon,Produk Minuman,Karton,Outside,1,126.0,4.0,-3.0,Expired
Jus Jambu,Produk Minuman,Karton,Chiller,0,16.0,0.0,16.0,Fresh
Nugget Tempe,Unknown,Plastik,Freezer,0,19.0,0.0,19.0,Fresh
Yogurt Blueberry,Produk Olahan Susu,Unknown,Chiller,0,3.0,0.0,3.0,Soon
Nugget Sapi,Produk Protein,Plastik,Freezer,0,20.0,0.0,20.0,Fresh
Jus Nanas,Produk Minuman,Karton,Chiller,0,167.0,0.0,167.0,Fresh
Mie Instan Soto,Produk Kering,Unknown,Outside,0,34.0,0.0,34.0,Fresh
Jus Anggur,Produk Minuman,Botol Kaca,Chiller,1,173.0,6.0,-1.0,Expired
Sereal Coklat,Produk Kering,Karton,Outside,0,10.0,0.0,10.0,Fresh
Biskuit Crackers,Produk Kering,Plastik,Outside,0,115.0,0.0,115.0,Fresh
Yogurt Minum Probiotik,Produk Olahan Susu,Botol Kaca,Chiller,0,4.0,0.0,4.0,Soon
Yogurt Stroberi,Produk Olahan Susu,Plastik,Chiller,1,26.0,8.0,-5.0,Expired
Sereal Muesli,Produk Kering,Karton,Outside,0,500.0,0.0,250.0,Fresh
Soda Lemon,Produk Minuman,Kaleng,Unknown,0,3.0,0.0,3.0,Soon
Yogurt Plain,Produk Olahan Susu,Plastik,Chiller,1,25.0,4.0,1.0,Soon
Sosis Ayam,Produk Protein,Plastik,Chiller,1,44.0,2.0,3.0,Soon
Susu Uht Low Fat,Unknown,Karton,Chiller,0,18.0,0.0,18.0,Fresh
Keju Edam,Produk Olahan Susu,Plastik,Chiller,1,89.0,12.0,4.0,Soon
Jus Sirsak,Produk Minuman,Karton,Chiller,0,174.0,0.0,174.0,Fresh
Mangga Kaleng,Produk Kaleng,Kaleng,Outside,1,50.0,1.0,2.0,Soon
Susu Bubuk Bayi,Produk Olahan Susu,Karton,Outside,1,114.0,12.0,11.0,Fresh
Biskuit Oreo,Produk Kering,Plastik,Outside,0,110.0,0.0,110.0,Fresh
Yogurt Minum Probiotik,Produk Olahan Susu,Botol Kaca,Chiller,0,3.0,0.0,3.0,Soon
Sereal Oat,Produk Kering,Karton,Outside,0,62.0,0.0,62.0,Fresh
Nugget Ikan,Produk Protein,Plastik,Freezer,1,144.0,1.0,2.0,Soon
Mie Instan Ayam,Produk Kering,Plastik,Outside,1,61.0,5.0,-5.0,Expired
Sereal Oat,Produk Kering,Karton,Outside,1,253.0,8.0,22.0,Fresh
Ikan Makerel,Produk Kaleng,Kaleng,Outside,0,303.0,0.0,250.0,Fresh
Keju Mozzarella,Produk Olahan Susu,Plastik,Chiller,0,7.0,0.0,7.0,Soon
Soda Jeruk,Produk Minuman,Kaleng,Outside,0,129.0,0.0,129.0,Fresh
Sereal Cornflakes,Produk Kering,Karton,Outside,1,290.0,4.0,250.0,Fresh
Minuman Energi,Produk Minuman,Kaleng,Outside,1,142.0,3.0,-2.0,Expired
Air Soda,Produk Minuman,Plastik,Outside,1,152.0,6.0,-5.0,Expired
Biskuit Wafer,Produk Kering,Plastik,Outside,0,94.0,0.0,94.0,Fresh
Persik Kaleng,Produk Kaleng,Kaleng,Outside,0,232.0,0.0,232.0,Fresh
Minuman Energi,Produk Minuman,Kaleng,Outside,0,222.0,0.0,222.0,Fresh
Susu Uht Full Cream,Olahan Susu,Karton,Chiller,0,85.0,5.0,2.0,Soon
Mie Instan Goreng,Produk Kering,Plastik,Outside,0,171.0,0.0,171.0,Fresh
Soda Lemon,Produk Minuman,Kaleng,Outside,1,96.0,2.0,-1.0,Expired
Sereal Cornflakes,Produk Kering,Karton,Outside,1,500.0,12.0,14.0,Fresh
Minuman Energi,Produk Minuman,Kaleng,Outside,0,52.0,0.0,52.0,Fresh
Ikan Tuna,Produk Kaleng,Kaleng,Outside,1,500.0,3.0,-1.0,Expired
Nugget Udang,Produk Protein,Plastik,Freezer,1,10.0,3.0,0.0,Expired
Yogurt Mangga,Produk Olahan Susu,Plastik,Chiller,0,10.0,0.0,10.0,Fresh
Yogurt Minum Probiotik,Produk Olahan Susu,Botol Kaca,Chiller,1,21.0,3.0,0.0,Expired
Susu Bubuk Skim,Produk Olahan Susu,Karton,Outside,0,145.0,0.0,145.0,Fresh
Nanas Kaleng,Produk Kaleng,Kaleng,Outside,0,29.0,0.0,29.0,Fresh
Mangga Kaleng,Produk Kaleng,Kaleng,Outside,0,336.0,0.0,250.0,Fresh
Air Soda,Produk Minuman,Plastik,Outside,0,67.0,0.0,67.0,Fresh
Mie Instan Goreng,Produk Kering,Plastik,Unknown,0,243.0,0.0,243.0,Fresh
Sereal Muesli,Produk Kering,Karton,Unknown,0,286.0,0.0,250.0,Fresh
Nugget Ikan,Produk Protein,Plastik,Freezer,1,38.0,3.0,0.0,Expired
Biskuit Digestive,Produk Kering,Plastik,Outside,1,291.0,12.0,-3.0,Expired
Mie Instan Goreng,Produk Kering,Plastik,Outside,0,36.0,0.0,36.0,Fresh
Yogurt Mangga,Produk Olahan Susu,Plastik,Chiller,1,9.0,7.0,-4.0,Expired
Sosis Frozen,Produk Protein,Plastik,Freezer,1,35.0,3.0,0.0,Expired
Jus Sirsak,Produk Minuman,Karton,Chiller,0,101.0,0.0,101.0,Fresh
Susu Almond,Produk Olahan Susu,Karton,Chiller,1,132.0,8.0,-3.0,Expired
Biskuit Wafer,Produk Kering,Plastik,Outside,0,117.0,0.0,117.0,Fresh
Minuman Isotonik,Produk Minuman,Plastik,Unknown,1,194.0,2.0,-1.0,Expired
Susu Uht Low Fat,Olahan Susu,Karton,Chiller,0,17.0,0.0,17.0,Fresh
Mangga Kaleng,Produk Kaleng,Kaleng,Outside,1,292.0,2.0,1.0,Soon
Susu Uht Low Fat,Produk Olahan Susu,Karton,Chiller,1,63.0,8.0,-3.0,Expired
Biskuit Crackers,Produk Kering,Plastik,Unknown,0,145.0,0.0,145.0,Fresh
Rambutan Kaleng,Produk Kaleng,Kaleng,Outside,1,321.0,8.0,-5.0,Expired
Biskuit Sandwich,Produk Kering,Plastik,Outside,1,146.0,3.0,2.0,Soon
Yogurt Stroberi,Produk Olahan Susu,Plastik,Chiller,0,23.0,0.0,23.0,Fresh
Teh Kotak Hijau,Unknown,Karton,Unknown,0,500.0,0.0,211.0,Fresh
Mie Instan Soto,Produk Kering,Plastik,Outside,1,99.0,1.0,-1.0,Expired
Persik Kaleng,Produk Kaleng,Kaleng,Outside,0,374.0,0.0,250.0,Fresh
Mie Instan Soto,Produk Kering,Plastik,Outside,0,156.0,0.0,156.0,Fresh
Sereal Granola,Produk Kering,Unknown,Outside,1,352.0,12.0,16.0,Fresh
Cola Zero Sugar,Produk Minuman,Kaleng,Outside,1,278.0,4.0,-3.0,Expired
Susu Uht Stroberi,Unknown,Karton,Chiller,1,254.0,4.0,-3.0,Expired
Sereal Coklat,Produk Kering,Karton,Outside,0,344.0,12.0,6.0,Soon
Jus Nanas,Produk Minuman,Karton,Chiller,0,133.0,0.0,133.0,Fresh
Jus Mangga,Produk Minuman,Karton,Chiller,1,105.0,4.0,-3.0,Expired
Keju Mozzarella,Produk Olahan Susu,Plastik,Chiller,1,45.0,9.0,-2.0,Expired
Cola Original,Produk Minuman,Kaleng,Outside,1,24.0,1.0,0.0,Expired
Yogurt Greek,Unknown,Plastik,Chiller,0,8.0,0.0,8.0,Fresh
Susu Uht Low Fat,Produk Olahan Susu,Unknown,Chiller,1,109.0,9.0,-4.0,Expired
Teh Lemon,Produk Minuman,Karton,Outside,0,43.0,0.0,43.0,Fresh
Susu Uht Low Fat,Unknown,Karton,Chiller,0,59.0,0.0,59.0,Fresh
Biskuit Mentega,Produk Kering,Kaleng,Outside,1,86.0,2.0,12.0,Fresh
Sosis Sapi,Produk Protein,Plastik,Chiller,0,21.0,0.0,21.0,Fresh
Nugget Sapi,Produk Protein,Plastik,Unknown,0,63.0,0.0,63.0,Fresh
Sosis Ayam,Produk Protein,Plastik,Chiller,0,9.0,0.0,9.0,Fresh
Yogurt Greek,Olahan Susu,Plastik,Chiller,0,21.0,0.0,21.0,Fresh
Jus Mangga,Produk Minuman,Karton,Chiller,0,92.0,0.0,92.0,Fresh
Air Soda,Produk Minuman,Plastik,Outside,0,137.0,0.0,137.0,Fresh
Sosis Frozen,Produk Protein,Unknown,Freezer,1,41.0,1.0,2.0,Segera
Keju Parmesan,Produk Olahan Susu,Plastik,Chiller,0,316.0,0.0,250.0,Fresh
Biskuit Sandwich,Unknown,Plastik,Outside,1,13.0,5.0,0.0,Expired
Soda Lemon,Produk Minuman,Kaleng,Outside,1,158.0,4.0,-3.0,Expired
Sosis Frozen,Produk Protein,Plastik,Freezer,1,97.0,4.0,-1.0,Expired
Yogurt Mangga,Produk Olahan Susu,Plastik,Chiller,0,28.0,0.0,28.0,Fresh
Keju Edam,Produk Olahan Susu,Plastik,Chiller,1,58.0,11.0,10.0,Fresh
Sosis Ikan,Produk Protein,Plastik,Chiller,1,10.0,2.0,1.0,Soon
Sereal Granola,Produk Kering,Karton,Outside,1,363.0,12.0,2.0,Soon
Teh Botol,Produk Minuman,Botol Kaca,Outside,0,170.0,0.0,170.0,Fresh
Susu Kental Manis Putih,Produk Olahan Susu,Kaleng,Chiller,0,228.0,0.0,228.0,Fresh
Mie Instan Ayam,Produk Kering,Plastik,Outside,0,229.0,0.0,229.0,Fresh
Sereal Muesli,Produk Kering,Karton,Outside,1,191.0,12.0,3.0,Soon
Susu Pasteurisasi,Produk Olahan Susu,Plastik,Chiller,1,8.0,5.0,-2.0,Expired
Jus Sirsak,Produk Minuman,Karton,Chiller,0,62.0,0.0,62.0,Fresh
Keju Parmesan,Produk Olahan Susu,Plastik,Chiller,0,188.0,0.0,188.0,Fresh
Susu Uht Coklat,Produk Olahan Susu,Karton,Chiller,1,142.0,1.0,0.0,Expired
Sereal Cornflakes,Produk Kering,Karton,Outside,0,74.0,0.0,74.0,Fresh
Cola Zero Sugar,Produk Minuman,Kaleng,Outside,0,190.0,0.0,190.0,Fresh
Minuman Energi,Produk Minuman,Unknown,Outside,1,243.0,5.0,-4.0,Expired
Sereal Granola,Produk Kering,Karton,Outside,1,68.0,3.0,27.0,Fresh
Biskuit Crackers,Produk Kering,Plastik,Outside,1,115.0,9.0,-2.0,Expired
Keju Edam,Produk Olahan Susu,Plastik,Chiller,1,30.0,12.0,6.0,Soon
Air Soda,Produk Minuman,Plastik,Outside,0,76.0,0.0,76.0,Fresh
Jus Apel,Produk Minuman,Karton,Chiller,0,173.0,0.0,173.0,Fresh
Yogurt Kefir,Produk Olahan Susu,Botol Kaca,Chiller,1,11.0,5.0,-2.0,Expired
Susu Uht Full Cream,Produk Olahan Susu,Karton,Chiller,0,53.0,0.0,53.0,Fresh
Sarden Minyak Zaitun,Produk Kaleng,Kaleng,Outside,1,476.0,4.0,-2.0,Expired
Yogurt Greek,Olahan Susu,Plastik,Chiller,0,10.0,0.0,10.0,Fresh
Jus Jeruk,Produk Minuman,Karton,Chiller,0,79.0,0.0,79.0,Fresh
Keju Parmesan,Produk Olahan Susu,Plastik,Chiller,1,87.0,12.0,0.0,Expired
Soda Jeruk,Produk Minuman,Kaleng,Outside,0,311.0,0.0,250.0,Fresh
Keju Cream Cheese,Produk Olahan Susu,Karton,Chiller,1,59.0,2.0,12.0,Fresh
Mie Instan Goreng,Produk Kering,Plastik,Outside,1,301.0,2.0,-2.0,Expired
Minuman Energi,Produk Minuman,Kaleng,Outside,1,172.0,4.0,-3.0,Expired
Sereal Granola,Produk Kering,Karton,Outside,0,215.0,0.0,215.0,Fresh
Susu Evaporasi,Produk Olahan Susu,Kaleng,Chiller,0,176.0,0.0,176.0,Fresh
Mangga Kaleng,Produk Kaleng,Kaleng,Outside,0,390.0,0.0,-50.0,Fresh
Nugget Tempe,Produk Protein,Plastik,Unknown,1,49.0,7.0,-4.0,Expired
Keju Edam,Produk Olahan Susu,Plastik,Unknown,0,36.0,0.0,36.0,Fresh
Jus Jambu,Produk Minuman,Karton,Chiller,0,154.0,0.0,154.0,Fresh
Ikan Tuna,Produk Kaleng,Kaleng,Outside,0,354.0,0.0,250.0,Fresh
Jus Jambu,Produk Minuman,Karton,Unknown,1,40.0,8.0,-5.0,Expired
Teh Kotak Jasmine,Produk Minuman,Karton,Outside,1,28.0,6.0,-5.0,Expired
Teh Kotak Hijau,Produk Minuman,Karton,Outside,0,317.0,0.0,250.0,Fresh
Jus Anggur,Produk Minuman,Botol Kaca,Chiller,0,66.0,0.0,66.0,Fresh
Sosis Sapi,Produk Protein,Plastik,Chiller,1,57.0,8.0,-3.0,Expired
Susu Uht Low Fat,Produk Olahan Susu,Karton,Chiller,0,16.0,0.0,16.0,Fresh
Jus Jambu,Produk Minuman,Karton,Chiller,1,82.0,1.0,2.0,Soon
Biskuit Mentega,Produk Kering,Kaleng,Outside,0,281.0,1.0,13.0,Fresh
Sereal Coklat,Produk Kering,Karton,Outside,1,337.0,12.0,-3.0,Expired
Sosis Frozen,Produk Protein,Plastik,Freezer,0,141.0,0.0,141.0,Fresh
Teh Kotak Jasmine,Produk Minuman,Karton,Outside,0,270.0,0.0,250.0,Fresh
Keju Cheddar,Produk Olahan Susu,Plastik,Chiller,0,129.0,0.0,129.0,Fresh
Susu Uht Coklat,Produk Olahan Susu,Karton,Chiller,0,91.0,0.0,91.0,Fresh
Sosis Ikan,Produk Protein,Plastik,Chiller,1,3.0,7.0,-4.0,Expired
Leci Dalam Sirup,Produk Kaleng,Kaleng,Outside,1,476.0,3.0,0.0,Expired
Yogurt Blueberry,Produk Olahan Susu,Plastik,Chiller,1,4.0,7.0,-4.0,Expired
Teh Kotak Jasmine,Produk Minuman,Karton,Outside,1,114.0,4.0,-3.0,Expired
Sereal Granola,Produk Kering,Karton,Outside,1,88.0,8.0,22.0,Fresh
Biskuit Sandwich,Produk Kering,Plastik,Unknown,0,129.0,0.0,129.0,Fresh
Nugget Tempe,Produk Protein,Plastik,Freezer,0,75.0,0.0,75.0,Fresh
Sereal Coklat,Unknown,Karton,Outside,1,236.0,12.0,-2.0,Expired
Biskuit Marie,Produk Kering,Plastik,Outside,1,101.0,10.0,-3.0,Expired
Sosis Bebek,Produk Protein,Plastik,Chiller,0,52.0,0.0,52.0,Fresh
Teh Botol,Unknown,Botol Kaca,Outside,1,24.0,1.0,2.0,Soon
Keju Parmesan,Produk Olahan Susu,Plastik,Chiller,1,326.0,12.0,-5.0,Expired
Air Soda,Produk Minuman,Plastik,Outside,1,181.0,3.0,-2.0,Expired
Keju Parmesan,Produk Olahan Susu,Plastik,Unknown,0,166.0,0.0,166.0,Fresh
Mie Instan Goreng,Unknown,Plastik,Outside,1,254.0,3.0,-3.0,Expired
Biskuit Marie,Produk Kering,Plastik,Outside,0,120.0,11.0,-4.0,Expired
Keju Edam,Produk Olahan Susu,Plastik,Chiller,0,66.0,0.0,66.0,Fresh
Susu Uht Low Fat,Produk Olahan Susu,Karton,Chiller,0,72.0,0.0,72.0,Fresh
Nugget Sapi,Produk Protein,Plastik,Freezer,1,49.0,6.0,-3.0,Expired
Kornet Sapi,Produk Kaleng,Kaleng,Outside,0,117.0,0.0,117.0,Fresh
Sarden Minyak Zaitun,Produk Kaleng,Unknown,Outside,1,500.0,5.0,-3.0,Expired
Keju Cream Cheese,Produk Olahan Susu,Karton,Chiller,1,11.0,9.0,5.0,Soon
Keju Parmesan,Produk Olahan Susu,Plastik,Chiller,1,17.0,12.0,1.0,Soon
Sosis Frozen,Produk Protein,Plastik,Freezer,1,135.0,2.0,1.0,Soon
Jus Jambu,Produk Minuman,Kardus,Chiller,0,142.0,0.0,142.0,Fresh
Sarden Tomat,Produk Kaleng,Kaleng,Outside,1,225.0,6.0,-4.0,Expired
Jus Sirsak,Produk Minuman,Karton,Chiller,1,500.0,8.0,-5.0,Dead
Teh Lemon,Produk Minuman,Karton,Outside,0,236.0,0.0,236.0,Fresh
Biskuit Mentega,Produk Kering,Kaleng,Outside,0,218.0,0.0,218.0,Fresh
Keju Edam,Produk Olahan Susu,Plastik,Chiller,0,5.0,0.0,5.0,Soon
Nugget Sayuran,Produk Protein,Plastik,Freezer,0,176.0,0.0,176.0,Fresh
Biskuit Crackers,Produk Kering,Plastik,Outside,0,67.0,0.0,67.0,Fresh
Teh Tarik,Produk Minuman,Karton,Chiller,1,161.0,6.0,-5.0,Expired
Sosis Frozen,Produk Protein,Plastik,Freeze,1,114.0,4.0,-1.0,Expired
Nugget Ayam,Produk Protein,Plastik,Freezer,0,33.0,0.0,33.0,Fresh
Biskuit Mentega,Produk Kering,Kaleng,Outside,0,75.0,0.0,75.0,Fresh
