nama_item,jenis_item,lokasi_penyimpanan,hari_sejak_pembelian,sisa_hari,label
Wortel,Sayur,Pendingin,2,20,Segar
Wortel,Sayur,Suhu Ruang,1,1,Busuk
Timun,Sayur,Pembeku,2,20,Segar
Timun,Sayur,Pendingin,0,2,Busuk
Kentang,Sayur,Pembeku,2,3,Busuk
Tomat,Sayur,Pendingin,1,23,Segar
Cabe,Sayur,Pembeku,1,31,Segar
Kentang,Sayur,Pembeku,2,0,Busuk
Jeruk,Buah,Suhu Ruang,6,10,Mentah
Tomat,Sayur,Pembeku,0,20,Segar
Anggur,Buah,Pembeku,0,40,Mentah
Anggur,Buah,Suhu Ruang,1,2,Terlalu Matang
Wortel,Sayur,Pendingin,2,1,Busuk
Anggur,Buah,Pembeku,5,36,Mentah
Wortel,Sayur,Pembeku,0,30,Segar
Timun,Sayur,Suhu Ruang,0,8,Segar
Jeruk,Buah,Suhu Ruang,4,15,Mentah
Pisang,Buah,Pendingin,0,0,Busuk
Apel,Buah,Pembeku,2,10,Terlalu Matang
Pisang,Buah,Pendingin,1,0,Busuk
Timun,Sayur,Suhu Ruang,0,1,Busuk
Apel,Buah,Pembeku,4,36,Matang
Anggur,Buah,Suhu Ruang,2,8,Mentah
Jeruk,Buah,Pembeku,3,18,Terlalu Matang
Wortel,Sayur,Suhu Ruang,0,18,Segar
Cabe,Sayur,Suhu Ruang,0,0,Busuk
Anggur,Buah,Suhu Ruang,0,3,Terlalu Matang
Wortel,Sayur,Suhu Ruang,3,12,Segar
Wortel,Sayur,Pembeku,0,5,Busuk
Jeruk,Buah,Pembeku,1,19,Terlalu Matang
Kentang,Sayur,Pembeku,0,2,Busuk
Wortel,Sayur,Pendingin,1,19,Segar
Tomat,Sayur,Pendingin,4,11,Segar
Anggur,Buah,Suhu Ruang,0,0,Busuk
Wortel,Sayur,Suhu Ruang,5,16,Segar
Wortel,Sayur,Suhu Ruang,0,2,Busuk
Timun,Sayur,Pendingin,0,0,Busuk
Pisang,Buah,Pendingin,5,8,Matang
Mangga,Buah,Pembeku,4,33,Matang
Mangga,Buah,Pendingin,0,12,Matang
Kentang,Sayur,Pendingin,0,3,Busuk
Mangga,Buah,Pendingin,0,0,Busuk
Cabe,Sayur,Pembeku,1,6,Busuk
Timun,Sayur,Pendingin,4,19,Segar
Jeruk,Buah,Pembeku,3,14,Terlalu Matang
Jeruk,Buah,Pembeku,3,33,Matang
Timun,Sayur,Pembeku,0,4,Busuk
Pisang,Buah,Pembeku,3,10,Terlalu Matang
Jeruk,Buah,Suhu Ruang,1,0,Busuk
Wortel,Sayur,Pendingin,1,2,Busuk
Kentang,Sayur,Suhu Ruang,5,18,Segar
Apel,Buah,Pendingin,1,1,Busuk
Anggur,Buah,Pembeku,5,34,Mentah
Pisang,Buah,Suhu Ruang,6,8,Mentah
Mangga,Buah,Pembeku,2,34,Mentah
Anggur,Buah,Pembeku,1,3,Busuk
Anggur,Buah,Suhu Ruang,0,2,Terlalu Matang
Wortel,Sayur,Pendingin,2,1,Busuk
Kentang,Sayur,Pendingin,0,36,Segar
Cabe,Sayur,Pendingin,6,27,Segar
Cabe,Sayur,Pembeku,4,31,Segar
Anggur,Buah,Pembeku,0,2,Busuk
Pisang,Buah,Pendingin,1,13,Matang
Timun,Sayur,Pembeku,1,4,Busuk
Pisang,Buah,Pembeku,1,25,Matang
Pisang,Buah,Suhu Ruang,4,7,Matang
Timun,Sayur,Pendingin,0,0,Busuk
Apel,Buah,Pembeku,5,35,Matang
Kentang,Sayur,Pendingin,3,29,Segar
Cabe,Sayur,Suhu Ruang,2,0,Busuk
Mangga,Buah,Suhu Ruang,4,9,Mentah
Jeruk,Buah,Suhu Ruang,2,2,Terlalu Matang
Wortel,Sayur,Pembeku,1,5,Busuk
Wortel,Sayur,Pembeku,1,0,Busuk
Tomat,Sayur,Pendingin,1,8,Segar
Pisang,Buah,Suhu Ruang,5,5,Matang
Apel,Buah,Suhu Ruang,2,3,Terlalu Matang
Mangga,Buah,Pembeku,1,35,Mentah
Anggur,Buah,Pendingin,4,23,Mentah
Cabe,Sayur,Pendingin,0,1,Busuk
Tomat,Sayur,Pendingin,2,2,Busuk
Wortel,Sayur,Suhu Ruang,6,11,Segar
Wortel,Sayur,Suhu Ruang,1,2,Busuk
Timun,Sayur,Pembeku,1,2,Busuk
Apel,Buah,Suhu Ruang,2,2,Terlalu Matang
Timun,Sayur,Pendingin,2,1,Busuk
Anggur,Buah,Pendingin,1,15,Mentah
Apel,Buah,Pendingin,0,5,Terlalu Matang
Apel,Buah,Suhu Ruang,0,15,Mentah
Cabe,Sayur,Pembeku,1,3,Busuk
Mangga,Buah,Suhu Ruang,2,8,Mentah
Mangga,Buah,Suhu Ruang,5,11,Mentah
Wortel,Sayur,Pendingin,2,33,Segar
Pisang,Buah,Pembeku,3,39,Mentah
Anggur,Buah,Pendingin,0,16,Matang
Cabe,Sayur,Suhu Ruang,6,11,Segar
Mangga,Buah,Pendingin,1,1,Busuk
Tomat,Sayur,Pembeku,6,32,Segar
Cabe,Sayur,Pendingin,4,16,Segar
Anggur,Buah,Pembeku,4,23,Matang
Anggur,Buah,Suhu Ruang,1,5,Matang
Pisang,Buah,Pembeku,3,11,Terlalu Matang
Tomat,Sayur,Pembeku,1,1,Busuk
Kentang,Sayur,Suhu Ruang,0,1,Busuk
Timun,Sayur,Pembeku,0,3,Busuk
Mangga,Buah,Pendingin,1,9,Matang
Timun,Sayur,Pembeku,1,4,Busuk
Jeruk,Buah,Pembeku,1,1,Busuk
Apel,Buah,Pembeku,4,30,Matang
Cabe,Sayur,Pembeku,2,6,Busuk
Kentang,Sayur,Suhu Ruang,6,17,Segar
Pisang,Buah,Pembeku,0,10,Terlalu Matang
Kentang,Sayur,Pembeku,1,7,Busuk
Mangga,Buah,Pendingin,0,1,Busuk
Jeruk,Buah,Suhu Ruang,3,3,Terlalu Matang
Jeruk,Buah,Pendingin,0,34,Mentah
Tomat,Sayur,Pendingin,1,15,Segar
Wortel,Sayur,Suhu Ruang,4,18,Segar
Pisang,Buah,Pendingin,3,3,Terlalu Matang
Pisang,Buah,Pembeku,4,23,Matang
Anggur,Buah,Pembeku,0,9,Terlalu Matang
Timun,Sayur,Suhu Ruang,4,13,Segar
Jeruk,Buah,Suhu Ruang,0,4,Terlalu Matang
Mangga,Buah,Pembeku,0,3,Busuk
Timun,Sayur,Pendingin,5,14,Segar
Mangga,Buah,Suhu Ruang,5,6,Matang
Pisang,Buah,Pembeku,1,0,Busuk
Cabe,Sayur,Suhu Ruang,6,7,Segar
Pisang,Buah,Suhu Ruang,1,0,Busuk
Tomat,Sayur,Pembeku,2,39,Segar
Cabe,Sayur,Suhu Ruang,3,10,Segar
Kentang,Sayur,Pendingin,2,2,Busuk
Mangga,Buah,Pembeku,0,38,Mentah
Jeruk,Buah,Pendingin,3,32,Mentah
Anggur,Buah,Suhu Ruang,1,13,Mentah
Anggur,Buah,Pendingin,0,1,Busuk
Timun,Sayur,Pembeku,6,18,Segar
Timun,Sayur,Pembeku,3,37,Segar
Apel,Buah,Pendingin,3,8,Terlalu Matang
Kentang,Sayur,Pembeku,2,8,Busuk
Cabe,Sayur,Pendingin,5,16,Segar
Tomat,Sayur,Pendingin,6,12,Segar
Cabe,Sayur,Pembeku,2,2,Busuk
Tomat,Sayur,Pendingin,2,0,Busuk
Tomat,Sayur,Pembeku,2,4,Busuk
Mangga,Buah,Pembeku,6,29,Mentah
Pisang,Buah,Pendingin,1,5,Terlalu Matang
Wortel,Sayur,Suhu Ruang,2,0,Busuk
Mangga,Buah,Pembeku,3,13,Terlalu Matang
Timun,Sayur,Pendingin,0,20,Segar
Apel,Buah,Pendingin,2,5,Terlalu Matang
Anggur,Buah,Pendingin,0,11,Matang
Pisang,Buah,Pendingin,0,13,Mentah
Wortel,Sayur,Pembeku,2,1,Busuk
Jeruk,Buah,Suhu Ruang,1,4,Terlalu Matang
Mangga,Buah,Suhu Ruang,0,12,Mentah
Timun,Sayur,Pendingin,0,0,Busuk
Mangga,Buah,Pendingin,3,14,Mentah
Mangga,Buah,Pembeku,3,12,Terlalu Matang
Kentang,Sayur,Pendingin,4,16,Segar
Kentang,Sayur,Pendingin,5,31,Segar
Apel,Buah,Suhu Ruang,1,8,Matang
Wortel,Sayur,Pendingin,3,24,Segar
Pisang,Buah,Suhu Ruang,2,2,Terlalu Matang
Tomat,Sayur,Suhu Ruang,6,9,Segar
Apel,Buah,Pendingin,4,20,Matang
Kentang,Sayur,Pembeku,0,4,Busuk
Apel,Buah,Pembeku,1,13,Terlalu Matang
Apel,Buah,Suhu Ruang,1,9,Matang
Jeruk,Buah,Pembeku,2,27,Matang
Apel,Buah,Pembeku,0,2,Busuk
Jeruk,Buah,Pembeku,2,17,Terlalu Matang
Jeruk,Buah,Suhu Ruang,0,12,Matang
Anggur,Buah,Pendingin,4,17,Matang
Mangga,Buah,Suhu Ruang,0,7,Matang
Mangga,Buah,Pembeku,5,27,Mentah
Timun,Sayur,Suhu Ruang,1,1,Busuk
Wortel,Sayur,Pendingin,2,31,Segar
Tomat,Sayur,Pembeku,1,0,Busuk
Kentang,Sayur,Suhu Ruang,1,14,Segar
Mangga,Buah,Pendingin,2,22,Mentah
Mangga,Buah,Pendingin,5,14,Matang
Tomat,Sayur,Pembeku,0,5,Busuk
Anggur,Buah,Suhu Ruang,1,7,Matang
Mangga,Buah,Suhu Ruang,2,3,Terlalu Matang
Kentang,Sayur,Suhu Ruang,0,8,Segar
Timun,Sayur,Suhu Ruang,0,12,Segar
Anggur,Buah,Pendingin,3,24,Mentah
Cabe,Sayur,Pendingin,2,2,Busuk
Apel,Buah,Pendingin,5,17,Matang
Timun,Sayur,Suhu Ruang,0,13,Segar
Kentang,Sayur,Pendingin,2,5,Busuk
Cabe,Sayur,Suhu Ruang,1,1,Busuk
Wortel,Sayur,Pembeku,3,38,Segar
Cabe,Sayur,Pendingin,4,12,Segar
Mangga,Buah,Pembeku,0,0,Busuk
Jeruk,Buah,Pendingin,6,22,Mentah
Wortel,Sayur,Pendingin,0,1,Busuk
Mangga,Buah,Pendingin,3,5,Terlalu Matang
Apel,Buah,Suhu Ruang,3,11,Matang
Jeruk,Buah,Pembeku,0,36,Matang
Pisang,Buah,Suhu Ruang,3,11,Mentah
Mangga,Buah,Pendingin,3,7,Terlalu Matang
Timun,Sayur,Pembeku,2,29,Segar
Anggur,Buah,Suhu Ruang,2,2,Terlalu Matang
Timun,Sayur,Pembeku,6,23,Segar
Apel,Buah,Pendingin,3,6,Terlalu Matang
Wortel,Sayur,Pendingin,2,37,Segar
Jeruk,Buah,Pendingin,2,30,Mentah
Jeruk,Buah,Suhu Ruang,1,10,Matang
Anggur,Buah,Suhu Ruang,6,8,Mentah
Cabe,Sayur,Pendingin,6,15,Segar
Jeruk,Buah,Pendingin,2,7,Terlalu Matang
Anggur,Buah,Pendingin,2,5,Terlalu Matang
Anggur,Buah,Suhu Ruang,0,0,Busuk
Mangga,Buah,Suhu Ruang,0,2,Terlalu Matang
Anggur,Buah,Pembeku,3,27,Matang
Wortel,Sayur,Pembeku,4,37,Segar
Jeruk,Buah,Suhu Ruang,0,0,Busuk
Kentang,Sayur,Suhu Ruang,1,0,Busuk
Jeruk,Buah,Pembeku,3,20,Terlalu Matang
Mangga,Buah,Pendingin,1,0,Busuk
Wortel,Sayur,Pembeku,0,7,Busuk
Pisang,Buah,Pendingin,4,8,Matang
Anggur,Buah,Suhu Ruang,2,7,Matang
Jeruk,Buah,Pendingin,5,31,Mentah
Mangga,Buah,Pembeku,2,38,Mentah
Tomat,Sayur,Suhu Ruang,5,5,Segar
Apel,Buah,Suhu Ruang,4,13,Mentah
Pisang,Buah,Pembeku,1,0,Busuk
Tomat,Sayur,Suhu Ruang,3,10,Segar
Anggur,Buah,Pembeku,1,38,Mentah
Tomat,Sayur,Suhu Ruang,0,10,Segar
Anggur,Buah,Pendingin,0,6,Terlalu Matang
Anggur,Buah,Pembeku,3,9,Terlalu Matang
Jeruk,Buah,Pembeku,0,17,Terlalu Matang
Cabe,Sayur,Pembeku,0,6,Busuk
Pisang,Buah,Suhu Ruang,4,8,Mentah
Wortel,Sayur,Pendingin,1,1,Busuk
Timun,Sayur,Pendingin,6,21,Segar
Timun,Sayur,Pendingin,2,3,Busuk
Mangga,Buah,Pembeku,0,18,Matang
Mangga,Buah,Pembeku,4,26,Matang
Timun,Sayur,Pembeku,0,5,Busuk
Pisang,Buah,Pembeku,1,2,Busuk
Wortel,Sayur,Pembeku,0,2,Busuk
Anggur,Buah,Pembeku,4,24,Matang
Wortel,Sayur,Pendingin,4,29,Segar
Anggur,Buah,Pembeku,3,21,Matang
Jeruk,Buah,Suhu Ruang,2,8,Matang
Jeruk,Buah,Pendingin,4,35,Mentah
Timun,Sayur,Pendingin,1,2,Busuk
Kentang,Sayur,Suhu Ruang,2,9,Segar
Pisang,Buah,Pendingin,0,4,Terlalu Matang
Pisang,Buah,Pendingin,5,11,Matang
Cabe,Sayur,Pendingin,2,2,Busuk
Wortel,Sayur,Pendingin,0,0,Busuk
Jeruk,Buah,Suhu Ruang,0,9,Mentah
Wortel,Sayur,Suhu Ruang,0,12,Segar
Pisang,Buah,Pendingin,4,14,Matang
Cabe,Sayur,Pendingin,2,0,Busuk
Apel,Buah,Pembeku,0,3,Busuk
Mangga,Buah,Pembeku,4,20,Matang
Wortel,Sayur,Suhu Ruang,4,6,Segar
Jeruk,Buah,Suhu Ruang,0,0,Busuk
Wortel,Sayur,Suhu Ruang,5,17,Segar
Mangga,Buah,Pembeku,4,26,Matang
Kentang,Sayur,Suhu Ruang,2,0,Busuk
Timun,Sayur,Pembeku,0,3,Busuk
Anggur,Buah,Pendingin,1,1,Busuk
Pisang,Buah,Suhu Ruang,5,5,Matang
Cabe,Sayur,Pembeku,5,37,Segar
Tomat,Sayur,Pendingin,6,8,Segar
Wortel,Sayur,Suhu Ruang,1,0,Busuk
Cabe,Sayur,Suhu Ruang,3,7,Segar
Timun,Sayur,Suhu Ruang,2,7,Segar
Jeruk,Buah,Pembeku,1,30,Matang
Jeruk,Buah,Suhu Ruang,4,10,Matang
Mangga,Buah,Pembeku,1,2,Busuk
Tomat,Sayur,Pendingin,0,1,Busuk
Kentang,Sayur,Pembeku,1,8,Busuk
Jeruk,Buah,Pembeku,1,34,Matang
Anggur,Buah,Pembeku,1,40,Mentah
Jeruk,Buah,Pembeku,2,40,Mentah
Mangga,Buah,Suhu Ruang,3,2,Terlalu Matang
Pisang,Buah,Pendingin,2,21,Mentah
Wortel,Sayur,Pendingin,2,0,Busuk
Tomat,Sayur,Suhu Ruang,1,0,Busuk
Pisang,Buah,Pendingin,1,6,Terlalu Matang
Mangga,Buah,Suhu Ruang,0,2,Terlalu Matang
Pisang,Buah,Pendingin,6,16,Mentah
Wortel,Sayur,Suhu Ruang,1,0,Busuk
Cabe,Sayur,Suhu Ruang,1,1,Busuk
Mangga,Buah,Pendingin,1,6,Terlalu Matang
Pisang,Buah,Suhu Ruang,3,7,Matang
Jeruk,Buah,Pembeku,3,26,Matang
Jeruk,Buah,Pendingin,3,6,Terlalu Matang
Cabe,Sayur,Pendingin,2,2,Busuk
Apel,Buah,Suhu Ruang,1,0,Busuk
Apel,Buah,Pembeku,3,11,Terlalu Matang
Mangga,Buah,Pembeku,1,3,Busuk
Tomat,Sayur,Pembeku,6,36,Segar
Timun,Sayur,Pendingin,1,14,Segar
Cabe,Sayur,Suhu Ruang,5,14,Segar
Jeruk,Buah,Pembeku,5,31,Matang
Jeruk,Buah,Suhu Ruang,5,7,Matang
Cabe,Sayur,Pembeku,2,1,Busuk
Pisang,Buah,Suhu Ruang,3,5,Matang
Apel,Buah,Pendingin,2,12,Matang
Anggur,Buah,Pendingin,1,4,Terlalu Matang
Cabe,Sayur,Pendingin,1,1,Busuk
Kentang,Sayur,Pendingin,1,14,Segar
Wortel,Sayur,Pembeku,1,36,Segar
Anggur,Buah,Pembeku,6,29,Mentah
Apel,Buah,Pembeku,3,12,Terlalu Matang
Jeruk,Buah,Suhu Ruang,4,9,Matang
Mangga,Buah,Pendingin,1,17,Matang
Timun,Sayur,Pendingin,1,18,Segar
Kentang,Sayur,Pembeku,0,2,Busuk
Mangga,Buah,Suhu Ruang,2,10,Mentah
Apel,Buah,Pendingin,2,17,Matang
Kentang,Sayur,Pendingin,5,27,Segar
Jeruk,Buah,Pembeku,4,26,Matang
Tomat,Sayur,Pembeku,2,0,Busuk
Timun,Sayur,Pendingin,1,2,Busuk
Apel,Buah,Pendingin,2,7,Terlalu Matang
Jeruk,Buah,Pendingin,1,1,Busuk
Anggur,Buah,Pembeku,0,33,Matang
Wortel,Sayur,Pendingin,2,4,Busuk
Pisang,Buah,Suhu Ruang,0,2,Terlalu Matang
Cabe,Sayur,Pendingin,2,0,Busuk
Tomat,Sayur,Pendingin,0,18,Segar
Pisang,Buah,Suhu Ruang,2,10,Mentah
Mangga,Buah,Suhu Ruang,1,2,Terlalu Matang
Apel,Buah,Pendingin,1,2,Busuk
Jeruk,Buah,Suhu Ruang,2,11,Mentah
Apel,Buah,Pendingin,0,31,Mentah
Tomat,Sayur,Suhu Ruang,0,0,Busuk
Tomat,Sayur,Suhu Ruang,1,5,Segar
Mangga,Buah,Pendingin,1,10,Matang
Cabe,Sayur,Pembeku,1,5,Busuk
Timun,Sayur,Suhu Ruang,0,8,Segar
Wortel,Sayur,Suhu Ruang,1,1,Busuk
Cabe,Sayur,Pembeku,2,34,Segar
Timun,Sayur,Pendingin,2,0,Busuk
Jeruk,Buah,Pembeku,0,2,Busuk
Wortel,Sayur,Pembeku,5,29,Segar
Mangga,Buah,Pembeku,0,7,Terlalu Matang
Timun,Sayur,Pembeku,6,39,Segar
Cabe,Sayur,Pembeku,0,5,Busuk
Kentang,Sayur,Pembeku,0,10,Busuk
Timun,Sayur,Pembeku,3,20,Segar
Tomat,Sayur,Pendingin,2,9,Segar
Apel,Buah,Pembeku,1,3,Busuk
Mangga,Buah,Pendingin,2,3,Terlalu Matang
Kentang,Sayur,Suhu Ruang,2,2,Busuk
Timun,Sayur,Pendingin,5,24,Segar
Jeruk,Buah,Pembeku,0,4,Busuk
Wortel,Sayur,Pendingin,2,38,Segar
Wortel,Sayur,Suhu Ruang,1,1,Busuk
Cabe,Sayur,Pembeku,2,7,Busuk
Wortel,Sayur,Pembeku,0,6,Busuk
Tomat,Sayur,Suhu Ruang,3,9,Segar
Anggur,Buah,Suhu Ruang,3,3,Terlalu Matang
Jeruk,Buah,Pendingin,2,26,Mentah
Kentang,Sayur,Suhu Ruang,0,1,Busuk
Jeruk,Buah,Pendingin,3,6,Terlalu Matang
Mangga,Buah,Pendingin,3,13,Mentah
Anggur,Buah,Suhu Ruang,5,7,Mentah
Anggur,Buah,Suhu Ruang,2,11,Mentah
Cabe,Sayur,Suhu Ruang,0,1,Busuk
Timun,Sayur,Pendingin,3,20,Segar
Apel,Buah,Suhu Ruang,2,4,Terlalu Matang
Mangga,Buah,Pembeku,0,10,Terlalu Matang
Cabe,Sayur,Pembeku,3,23,Segar
Timun,Sayur,Suhu Ruang,1,9,Segar
Pisang,Buah,Pembeku,1,29,Mentah
Wortel,Sayur,Pendingin,1,2,Busuk
Wortel,Sayur,Pembeku,0,3,Busuk
Jeruk,Buah,Pendingin,4,22,Matang
Cabe,Sayur,Pendingin,2,3,Busuk
Wortel,Sayur,Pendingin,0,0,Busuk
Anggur,Buah,Pembeku,2,33,Matang
Jeruk,Buah,Pendingin,6,27,Mentah
Timun,Sayur,Pendingin,0,26,Segar
Mangga,Buah,Pembeku,4,21,Matang
Wortel,Sayur,Suhu Ruang,0,0,Busuk
Jeruk,Buah,Suhu Ruang,1,8,Matang
Jeruk,Buah,Pembeku,0,3,Busuk
Cabe,Sayur,Pendingin,1,13,Segar
Mangga,Buah,Suhu Ruang,3,8,Matang
Anggur,Buah,Suhu Ruang,2,9,Mentah
Wortel,Sayur,Pendingin,6,19,Segar
Timun,Sayur,Pendingin,1,12,Segar
Cabe,Sayur,Pendingin,2,23,Segar
Mangga,Buah,Pembeku,0,11,Terlalu Matang
Mangga,Buah,Suhu Ruang,3,7,Matang
Wortel,Sayur,Suhu Ruang,3,14,Segar
Pisang,Buah,Pendingin,1,18,Mentah
Kentang,Sayur,Suhu Ruang,2,12,Segar
Timun,Sayur,Pembeku,2,2,Busuk
Wortel,Sayur,Pembeku,0,9,Busuk
Pisang,Buah,Suhu Ruang,6,7,Mentah
Pisang,Buah,Pembeku,1,35,Mentah
Mangga,Buah,Pembeku,0,13,Terlalu Matang
Jeruk,Buah,Pembeku,2,35,Matang
Anggur,Buah,Pembeku,3,11,Terlalu Matang
Anggur,Buah,Pembeku,2,32,Mentah
Tomat,Sayur,Suhu Ruang,4,7,Segar
Jeruk,Buah,Pembeku,3,29,Matang
Pisang,Buah,Pembeku,2,7,Terlalu Matang
Timun,Sayur,Pembeku,2,30,Segar
Cabe,Sayur,Pendingin,5,14,Segar
Mangga,Buah,Suhu Ruang,4,8,Mentah
Wortel,Sayur,Suhu Ruang,4,18,Segar
Apel,Buah,Pendingin,1,15,Matang
Kentang,Sayur,Suhu Ruang,0,2,Busuk
Tomat,Sayur,Pembeku,2,4,Busuk
Apel,Buah,Pendingin,2,20,Mentah
Cabe,Sayur,Suhu Ruang,2,0,Busuk
Mangga,Buah,Suhu Ruang,1,2,Terlalu Matang
Tomat,Sayur,Pendingin,0,1,Busuk
Wortel,Sayur,Suhu Ruang,1,8,Segar
Tomat,Sayur,Pembeku,2,39,Segar
Apel,Buah,Suhu Ruang,4,12,Mentah
Kentang,Sayur,Pendingin,2,36,Segar
Mangga,Buah,Pendingin,1,19,Mentah
Wortel,Sayur,Suhu Ruang,2,2,Busuk
Pisang,Buah,Pembeku,2,34,Mentah
Timun,Sayur,Suhu Ruang,3,9,Segar
Anggur,Buah,Pendingin,1,10,Matang
Kentang,Sayur,Pendingin,1,2,Busuk
Pisang,Buah,Pendingin,1,20,Mentah
Apel,Buah,Suhu Ruang,0,0,Busuk
Mangga,Buah,Pembeku,1,28,Matang
Mangga,Buah,Pembeku,2,41,Mentah
Pisang,Buah,Suhu Ruang,3,3,Terlalu Matang
Kentang,Sayur,Pendingin,1,33,Segar
Timun,Sayur,Pendingin,2,21,Segar
Pisang,Buah,Pembeku,1,10,Terlalu Matang
Tomat,Sayur,Suhu Ruang,1,0,Busuk
Cabe,Sayur,Suhu Ruang,4,10,Segar
Kentang,Sayur,Pendingin,1,27,Segar
Apel,Buah,Pendingin,0,1,Busuk
Anggur,Buah,Pendingin,1,1,Busuk
Jeruk,Buah,Pendingin,0,1,Busuk
Jeruk,Buah,Suhu Ruang,0,11,Matang
Kentang,Sayur,Pembeku,0,1,Busuk
Apel,Buah,Suhu Ruang,2,6,Matang
Anggur,Buah,Pembeku,0,11,Terlalu Matang
Mangga,Buah,Pendingin,0,13,Matang
Timun,Sayur,Suhu Ruang,3,9,Segar
Pisang,Buah,Pendingin,4,13,Matang
Anggur,Buah,Pendingin,2,7,Terlalu Matang
Pisang,Buah,Suhu Ruang,1,2,Terlalu Matang
Timun,Sayur,Suhu Ruang,0,7,Segar
Mangga,Buah,Pembeku,3,24,Matang
Pisang,Buah,Pendingin,0,1,Busuk
Jeruk,Buah,Suhu Ruang,0,6,Matang
Mangga,Buah,Pendingin,0,4,Terlalu Matang
Apel,Buah,Pembeku,4,24,Matang
Timun,Sayur,Pembeku,3,18,Segar
Wortel,Sayur,Pembeku,1,8,Busuk
Timun,Sayur,Pendingin,1,14,Segar
Cabe,Sayur,Pendingin,1,2,Busuk
Cabe,Sayur,Pendingin,0,27,Segar
Wortel,Sayur,Suhu Ruang,5,16,Segar
Mangga,Buah,Pembeku,0,8,Terlalu Matang
Tomat,Sayur,Suhu Ruang,5,12,Segar
Kentang,Sayur,Suhu Ruang,0,2,Busuk
Anggur,Buah,Pendingin,6,26,Mentah
Pisang,Buah,Pembeku,1,2,Busuk
Kentang,Sayur,Suhu Ruang,2,2,Busuk
Mangga,Buah,Suhu Ruang,3,7,Mentah
Kentang,Sayur,Pembeku,2,9,Busuk
Pisang,Buah,Pembeku,0,30,Matang
Anggur,Buah,Suhu Ruang,0,2,Terlalu Matang
Cabe,Sayur,Pendingin,5,18,Segar
Timun,Sayur,Pembeku,1,4,Busuk
Mangga,Buah,Pendingin,5,19,Mentah
Kentang,Sayur,Suhu Ruang,2,2,Busuk
Apel,Buah,Pendingin,1,1,Busuk
Wortel,Sayur,Suhu Ruang,6,12,Segar
Tomat,Sayur,Suhu Ruang,2,0,Busuk
Wortel,Sayur,Pendingin,0,1,Busuk
Cabe,Sayur,Pembeku,2,5,Busuk
Anggur,Buah,Pembeku,1,13,Terlalu Matang
Pisang,Buah,Pendingin,2,5,Terlalu Matang
Tomat,Sayur,Pendingin,0,0,Busuk
Cabe,Sayur,Pendingin,5,23,Segar
Mangga,Buah,Suhu Ruang,1,10,Mentah
Jeruk,Buah,Pendingin,1,23,Matang
Pisang,Buah,Pendingin,0,4,Terlalu Matang
Pisang,Buah,Pembeku,3,27,Matang
Mangga,Buah,Pendingin,2,5,Terlalu Matang
Anggur,Buah,Pendingin,3,5,Terlalu Matang
Jeruk,Buah,Pendingin,3,8,Terlalu Matang
Jeruk,Buah,Suhu Ruang,3,2,Terlalu Matang
Mangga,Buah,Pembeku,1,2,Busuk
Kentang,Sayur,Pendingin,3,30,Segar
Anggur,Buah,Pembeku,1,1,Busuk
Tomat,Sayur,Pembeku,5,37,Segar
Jeruk,Buah,Suhu Ruang,5,7,Matang
Pisang,Buah,Suhu Ruang,1,4,Matang
Kentang,Sayur,Pembeku,0,2,Busuk
Apel,Buah,Suhu Ruang,3,7,Matang
Wortel,Sayur,Pendingin,0,19,Segar
Kentang,Sayur,Suhu Ruang,2,0,Busuk
Tomat,Sayur,Pendingin,4,8,Segar
Anggur,Buah,Pendingin,5,19,Mentah
Pisang,Buah,Pendingin,0,15,Mentah
Pisang,Buah,Pembeku,0,2,Busuk
Timun,Sayur,Pendingin,1,1,Busuk
Tomat,Sayur,Suhu Ruang,2,0,Busuk
Apel,Buah,Suhu Ruang,3,3,Terlalu Matang
Mangga,Buah,Pendingin,4,10,Matang
Anggur,Buah,Pendingin,1,6,Terlalu Matang
Cabe,Sayur,Pendingin,2,2,Busuk
Apel,Buah,Pendingin,0,6,Terlalu Matang
Timun,Sayur,Pembeku,2,1,Busuk
Mangga,Buah,Pendingin,0,18,Mentah
Anggur,Buah,Pembeku,1,2,Busuk
Cabe,Sayur,Suhu Ruang,5,9,Segar
Mangga,Buah,Pembeku,4,29,Matang
Kentang,Sayur,Pembeku,1,6,Busuk
Tomat,Sayur,Suhu Ruang,4,9,Segar
Cabe,Sayur,Pendingin,6,18,Segar
Jeruk,Buah,Suhu Ruang,0,0,Busuk
Anggur,Buah,Pendingin,3,18,Matang
Tomat,Sayur,Pendingin,2,13,Segar
Apel,Buah,Pembeku,4,35,Matang
Mangga,Buah,Suhu Ruang,2,3,Terlalu Matang
Mangga,Buah,Suhu Ruang,3,7,Matang
Kentang,Sayur,Suhu Ruang,6,20,Segar
Pisang,Buah,Suhu Ruang,3,2,Terlalu Matang
Pisang,Buah,Suhu Ruang,6,5,Mentah
Mangga,Buah,Suhu Ruang,4,7,Mentah
Jeruk,Buah,Suhu Ruang,0,12,Matang
Apel,Buah,Pendingin,0,1,Busuk
Wortel,Sayur,Pendingin,2,5,Busuk
Mangga,Buah,Pendingin,1,10,Matang
Anggur,Buah,Pendingin,1,5,Terlalu Matang
Kentang,Sayur,Pembeku,5,35,Segar
Tomat,Sayur,Pendingin,3,23,Segar
Kentang,Sayur,Pembeku,2,7,Busuk
