item_name,item_type,storage_location,days_since_purchase,sisa_hari,label
Paprika,Chili Pepper,Freezer,22.0,37.0,Fresh
Ubi Jalar,Root Vegetable,Freezer,12.0,18.0,Fresh
Lemon,Citric Fruit,Freezer,11.0,-20.0,Fresh
Wortel,Root Vegetable,Outside,0.0,5.0,Fresh
Selada,Leafy Vegetable,Chiller,2.0,5.0,Fresh
Apel,Temperate Fruit,Freezer,60.0,27.0,Fresh
Apel,Temperate Fruit,Chiller,12.0,9.0,Fresh
Melon,Root Vegetable,Chiller,9.0,-2.0,Expired
Kol,Root Vegetable,Freezer,35.0,-5.0,Expired
Singkong,Root Vegetable,Freezer,16.0,14.0,Fresh
Blueberry,Berry,Chiller,1.0,6.0,Fresh
Bawang Putih,Root Vegetable,Chiller,35.0,37.0,Fresh
Apel,Temperate Fruit,Outside,,0.0,Expired
Apel,Temperate Fruit,Chiller,9.0,12.0,Fresh
Paprika,Chili Pepper,Freezer,31.0,29.0,Fresh
Bawang Putih,Root Vegetable,Freezer,32.0,37.0,Fresh
Mangga,Tropical Fruit,Chiller,7.0,0.0,Expired
Kentang,Root Vegetable,Outside,12.0,2.0,Soon
Blueberry,Berry,Outside,,1.0,Soon
Bawang Putih,Root Vegetable,Freezer,11.0,37.0,Fresh
Bawang Putih,Root Vegetable,Freezer,60.0,-9.0,Expired
Apel,Temperate Fruit,Freezer,58.0,32.0,Fresh
Jeruk,Citric Fruit,Freezer,37.0,23.0,Fresh
Lemon,Citric Fruit,Chiller,27.0,-6.0,Expired
Kentang,Root Vegetable,Freezer,45.0,37.0,Fresh
Melon,Tropical Fruit,Freezer,29.0,1.0,Soon
Tomat,Tropical Fruit,Outside,,2.0,Soon
Alpukat,Tropical Fruit,Freezer,37.0,-7.0,Expired
Mangga,Tropical Fruit,Chiller,60.0,6.0,Fresh
Cabai Rawit,Chili Pepper,Freezer,46.0,14.0,Fresh
Blueberry,Berry,Chiller,0.0,7.0,Fresh
Nanas,Tropical Fruit,Outside,,5.0,Fresh
Blueberry,Berry,Freezer,2.0,0.0,Expired
Jahe,Root Vegetable,Freezer,21.0,37.0,Fresh
Kunyit,Root Vegetable,Freezer,23.0,37.0,Fresh
Jeruk Bali,Citric Fruit,Chiller,12.0,18.0,Fresh
Pakcoy,Root Vegetable,Freezer,17.0,4.0,Fresh
Cabai Rawit,Chili Pepper,Chiller,6.0,4.0,Fresh
Alpukat,Tropical Fruit,Freezer,31.0,-1.0,Expired
Apel,Temperate Fruit,Chiller,26.0,-5.0,Expired
Kangkung,Leafy Vegetable,Chiller,0.0,4.0,Fresh
Kol,Leafy Vegetable,Chiller,60.0,9.0,Fresh
Seledri,Leafy Vegetable,Freezer,2.0,0.0,Expired
Jeruk Nipis,Citric Fruit,Freezer,56.0,4.0,Fresh
Cabai Merah,Chili Pepper,Freezer,60.0,-14.0,Expired
Singkong,Root Vegetable,Freezer,21.0,9.0,Fresh
Jeruk Nipis,Citric Fruit,Outside,9.0,-2.0,Expired
Singkong,Root Vegetable,Freezer,33.0,-3.0,Expired
Stroberi,Berry,Freezer,,8.0,Fresh
Bawang Putih,Root Vegetable,Freezer,60.0,-17.0,Expired
Anggur,Temperate Fruit,Chiller,6.0,1.0,Soon
Paprika,Chili Pepper,Freezer,,-14.0,Expired
Pear,Temperate Fruit,Chiller,13.0,-20.0,Soon
Pepaya,Tropical Fruit,Outside,4.0,0.0,Expired
Kiwi,Temperate Fruit,Freezer,35.0,25.0,Fresh
Singkong,Root Vegetable,Freezer,3.0,0.0,Expired
Apel,Temperate Fruit,Freezer,54.0,36.0,Fresh
Stroberi,Berry,Freezer,,37.0,Fresh
Raspberry,Berry,Freezer,19.0,2.0,Soon
Mangga,Tropical Fruit,Freezer,35.0,-5.0,Expired
Mangga,Tropical Fruit,Chiller,4.0,3.0,Soon
Cabai Merah,Chili Pepper,Outside,5.0,0.0,Expired
Ubi Jalar,Root Vegetable,Chiller,9.0,21.0,Fresh
Bawang Merah,Root Vegetable,Freezer,23.0,37.0,Fresh
Brokoli,Leafy Vegetable,Chiller,,9.0,Fresh
Kentang,Root Vegetable,Outside,,2.0,Soon
Jahe,Root Vegetable,Outside,1.0,13.0,Fresh
Melon,Tropical Fruit,Freezer,2.0,3.0,Soon
Mangga,Root Vegetable,Freezer,35.0,-5.0,Expired
Ubi Jalar,Root Vegetable,Freezer,16.0,37.0,Fresh
Pakcoy,Leafy Vegetable,Freezer,16.0,5.0,Fresh
Wortel,Root Vegetable,Chiller,21.0,0.0,Expired
Cabai Rawit,Chili Pepper,Chiller,4.0,6.0,Fresh
Tomat,Tropical Fruit,Freezer,22.0,37.0,Fresh
Apel,Root Vegetable,Chiller,18.0,3.0,Soon
Tomat,Tropical Fruit,Freezer,18.0,-4.0,Expired
Mangga,Tropical Fruit,Freezer,0.0,7.0,Fresh
Jeruk,Citric Fruit,Freezer,60.0,-5.0,Expired
Apel,Temperate Fruit,Outside,8.0,-1.0,Expired
Mangga,Tropical Fruit,Chiller,0.0,7.0,Fresh
Bawang Putih,Root Vegetable,Freezer,0.0,37.0,Fresh
Anggur,Temperate Fruit,Chiller,0.0,7.0,Fresh
Wortel,Root Vegetable,Freezer,60.0,27.0,Fresh
Kunyit,Root Vegetable,Outside,6.0,8.0,Fresh
Ubi Jalar,Root Vegetable,Chiller,5.0,11.0,Fresh
Nanas,Root Vegetable,Outside,4.0,1.0,Soon
Anggur,Root Vegetable,Chiller,2.0,5.0,Fresh
Nanas,Tropical Fruit,Freezer,38.0,-8.0,Expired
Bawang Putih,Root Vegetable,Outside,41.0,4.0,Fresh
Jahe,Root Vegetable,Freezer,60.0,16.0,Fresh
Kangkung,Leafy Vegetable,Freezer,26.0,4.0,Fresh
Apel,Root Vegetable,Freezer,59.0,31.0,Fresh
Lemon,Citric Fruit,Freezer,3.0,37.0,Fresh
Paprika,Chili Pepper,Chiller,17.0,-3.0,Expired
Selada,Leafy Vegetable,Freezer,27.0,3.0,Soon
Singkong,Root Vegetable,Freezer,34.0,-4.0,Expired
Kol,Leafy Vegetable,Freezer,9.0,21.0,Fresh
Apel,Temperate Fruit,Freezer,60.0,-8.0,Expired
Paprika,Chili Pepper,Freezer,21.0,37.0,Fresh
Alpukat,Tropical Fruit,Chiller,8.0,-1.0,Expired
Ubi Jalar,Root Vegetable,Freezer,60.0,-6.0,Expired
Kol,Leafy Vegetable,Chiller,6.0,8.0,Fresh
Bawang Putih,Root Vegetable,Outside,25.0,20.0,Fresh
Pear,Temperate Fruit,Chiller,0.0,14.0,Fresh
Pear,Temperate Fruit,Freezer,,37.0,Fresh
Jeruk Nipis,Citric Fruit,Freezer,11.0,37.0,Fresh
Raspberry,Berry,Chiller,,0.0,Expired
Kentang,Root Vegetable,Freezer,60.0,-11.0,Expired
Pear,Temperate Fruit,Chiller,15.0,-1.0,Expired
Jahe,Root Vegetable,Outside,15.0,-1.0,Expired
Pear,Temperate Fruit,Chiller,10.0,4.0,Fresh
Kentang,Root Vegetable,Freezer,6.0,37.0,Fresh
Kentang,Root Vegetable,Freezer,23.0,37.0,Fresh
Kol,Leafy Vegetable,Freezer,10.0,20.0,Fresh
Paprika,Chili Pepper,Chiller,12.0,2.0,Soon
Nanas,Tropical Fruit,Freezer,14.0,16.0,Fresh
Brokoli,Leafy Vegetable,Freezer,23.0,7.0,Fresh
Bawang Merah,Root Vegetable,Chiller,43.0,17.0,Fresh
Wortel,Root Vegetable,Freezer,60.0,15.0,Fresh
Semangka,Root Vegetable,Chiller,5.0,5.0,Fresh
Pakcoy,Leafy Vegetable,Chiller,6.0,-1.0,Expired
Mangga,Tropical Fruit,Freezer,34.0,-4.0,Expired
Kol,Leafy Vegetable,Freezer,37.0,-7.0,Expired
Jeruk Bali,Citric Fruit,Freezer,37.0,23.0,Fresh
Jeruk Bali,Citric Fruit,Freezer,13.0,37.0,Fresh
Brokoli,Leafy Vegetable,Freezer,0.0,2.0,Soon
Jahe,Root Vegetable,Freezer,19.0,37.0,Fresh
Sawi,Root Vegetable,Chiller,0.0,5.0,Fresh
Kentang,Root Vegetable,Freezer,28.0,37.0,Fresh
Apel,Temperate Fruit,Freezer,20.0,1.0,Soon
Seledri,Leafy Vegetable,Freezer,23.0,-2.0,Expired
Jeruk,Citric Fruit,Chiller,26.0,-5.0,Expired
Alpukat,Tropical Fruit,Freezer,0.0,3.0,Soon
Stroberi,Berry,Freezer,30.0,0.0,Expired
Semangka,Tropical Fruit,Freezer,39.0,-9.0,Expired
Jeruk,Citric Fruit,Chiller,5.0,16.0,Fresh
Jeruk,Citric Fruit,Freezer,60.0,-4.0,Expired
Bayam,Leafy Vegetable,Freezer,38.0,-8.0,Expired
Jeruk,Citric Fruit,Outside,1.0,6.0,Fresh
Blueberry,Berry,Freezer,20.0,10.0,Fresh
Cabai Merah,Chili Pepper,Chiller,15.0,-1.0,Expired
Jeruk Nipis,Citric Fruit,Chiller,,3.0,Soon
Paprika,Chili Pepper,Freezer,43.0,17.0,Fresh
Wortel,Root Vegetable,Outside,6.0,-1.0,Expired
Jahe,Root Vegetable,Outside,6.0,8.0,Fresh
Pisang,Tropical Fruit,Outside,2.0,-20.0,Soon
Tomat,Tropical Fruit,Freezer,12.0,37.0,Fresh
Kunyit,Root Vegetable,Chiller,6.0,24.0,Fresh
Selada,Leafy Vegetable,Freezer,37.0,-7.0,Expired
Paprika,Chili Pepper,Outside,5.0,-20.0,Expired
Cabai Merah,Chili Pepper,Freezer,9.0,37.0,Fresh
Kol,Leafy Vegetable,Chiller,3.0,11.0,Fresh
Kunyit,Root Vegetable,Chiller,39.0,-9.0,Expired
Lemon,Citric Fruit,Freezer,24.0,36.0,Fresh
Pakcoy,Leafy Vegetable,Freezer,,17.0,Fresh
Kol,Leafy Vegetable,Chiller,60.0,7.0,Fresh
Jeruk,Citric Fruit,Freezer,19.0,37.0,Fresh
Jeruk,Citric Fruit,Freezer,34.0,26.0,Fresh
Raspberry,Berry,Outside,5.0,0.0,Expired
Cabai Merah,Chili Pepper,Freezer,45.0,15.0,Fresh
Wortel,Root Vegetable,Chiller,9.0,12.0,Fresh
Paprika,Chili Pepper,Freezer,42.0,18.0,Fresh
Stroberi,Berry,Freezer,2.0,3.0,Soon
Jahe,Root Vegetable,Freezer,60.0,-19.0,Expired
Jeruk Nipis,Citric Fruit,Freezer,39.0,21.0,Fresh
Jeruk Bali,Citric Fruit,Chiller,11.0,19.0,Fresh
Stroberi,Berry,Freezer,1.0,4.0,Fresh
Pear,Root Vegetable,Freezer,60.0,-10.0,Expired
Singkong,Root Vegetable,Freezer,27.0,3.0,Soon
Jahe,Root Vegetable,Freezer,42.0,37.0,Fresh
Pear,Temperate Fruit,Chiller,13.0,1.0,Soon
Apel,Temperate Fruit,Freezer,45.0,37.0,Fresh
Jeruk Bali,Citric Fruit,Chiller,6.0,24.0,Fresh
Jeruk Nipis,Citric Fruit,Freezer,60.0,6.0,Fresh
Jahe,Root Vegetable,Freezer,24.0,37.0,Fresh
Bawang Merah,Root Vegetable,Chiller,39.0,21.0,Fresh
Stroberi,Root Vegetable,Chiller,5.0,0.0,Expired
Bawang Merah,Root Vegetable,Outside,14.0,16.0,Fresh
Ubi Jalar,Root Vegetable,Freezer,13.0,37.0,Fresh
Tomat,Tropical Fruit,Outside,60.0,4.0,Fresh
Kangkung,Leafy Vegetable,Freezer,19.0,11.0,Fresh
Ubi Jalar,Root Vegetable,Freezer,60.0,0.0,Expired
Pisang,Tropical Fruit,Freezer,20.0,10.0,Fresh
Pisang,Tropical Fruit,Freezer,37.0,-7.0,Expired
Jeruk Nipis,Citric Fruit,Freezer,27.0,33.0,Fresh
Alpukat,Root Vegetable,Freezer,,-7.0,Expired
Bawang Putih,Root Vegetable,Outside,48.0,-3.0,Expired
Nanas,Tropical Fruit,Freezer,8.0,-1.0,Expired
Mangga,Tropical Fruit,Freezer,32.0,-2.0,Expired
Ubi Jalar,Root Vegetable,Outside,14.0,0.0,Expired
Singkong,Root Vegetable,Freezer,12.0,18.0,Fresh
Jahe,Root Vegetable,Freezer,1.0,13.0,Fresh
Kiwi,Temperate Fruit,Freezer,37.0,23.0,Fresh
Anggur,Temperate Fruit,Chiller,,4.0,Fresh
Wortel,Root Vegetable,Freezer,8.0,37.0,Fresh
Ubi Jalar,Root Vegetable,Outside,13.0,1.0,Soon
Ubi Jalar,Root Vegetable,Freezer,60.0,37.0,Soon
Anggur,Temperate Fruit,Freezer,24.0,6.0,Fresh
Semangka,Tropical Fruit,Freezer,20.0,10.0,Fresh
Jeruk Nipis,Citric Fruit,Freezer,7.0,37.0,Fresh
Anggur,Temperate Fruit,Outside,60.0,2.0,Soon
Jeruk Nipis,Citric Fruit,Chiller,16.0,-2.0,Expired
Stroberi,Berry,Freezer,1.0,1.0,Soon
Jeruk Bali,Citric Fruit,Outside,,-1.0,Expired
Apel,Temperate Fruit,Freezer,8.0,37.0,Fresh
Kangkung,Leafy Vegetable,Chiller,2.0,2.0,Soon
Paprika,Chili Pepper,Freezer,17.0,37.0,Fresh
Melon,Root Vegetable,Outside,2.0,3.0,Soon
Pakcoy,Leafy Vegetable,Freezer,18.0,3.0,Soon
Selada,Leafy Vegetable,Freezer,2.0,0.0,Expired
Jahe,Root Vegetable,Freezer,60.0,23.0,Fresh
Bawang Putih,Root Vegetable,Outside,55.0,-10.0,Expired
Kunyit,Root Vegetable,Outside,7.0,7.0,Fresh
Pear,Temperate Fruit,Chiller,12.0,2.0,Soon
Bawang Putih,Root Vegetable,Chiller,38.0,37.0,Fresh
Paprika,Chili Pepper,Outside,,5.0,Fresh
Pakcoy,Leafy Vegetable,Outside,1.0,37.0,Expired
Jahe,Root Vegetable,Freezer,60.0,22.0,Fresh
Mangga,Tropical Fruit,Freezer,6.0,24.0,Fresh
Jeruk,Citric Fruit,Freezer,60.0,-13.0,Expired
Selada,Leafy Vegetable,Freezer,0.0,30.0,Fresh
Kunyit,Root Vegetable,Freezer,60.0,8.0,Fresh
Jeruk Bali,Root Vegetable,Freezer,4.0,10.0,Fresh
Anggur,Temperate Fruit,Freezer,1.0,29.0,Fresh
Wortel,Root Vegetable,Chiller,6.0,15.0,Fresh
Stroberi,Berry,Freezer,6.0,24.0,Fresh
Apel,Temperate Fruit,Outside,4.0,3.0,Soon
Wortel,Root Vegetable,Chiller,26.0,-5.0,Expired
Lemon,Citric Fruit,Chiller,26.0,-5.0,Expired
Cabai Rawit,Chili Pepper,Freezer,60.0,-17.0,Expired
Kangkung,Leafy Vegetable,Chiller,,4.0,Fresh
Raspberry,Berry,Freezer,2.0,0.0,Expired
Pear,Temperate Fruit,Freezer,46.0,14.0,Fresh
Cabai Merah,Chili Pepper,Chiller,,14.0,Fresh
Raspberry,Berry,Freezer,60.0,-6.0,Expired
Jeruk,Citric Fruit,Freezer,57.0,3.0,Soon
Bawang Putih,Root Vegetable,Outside,42.0,3.0,Soon
Pisang,Tropical Fruit,Outside,0.0,-20.0,Soon
Nanas,Tropical Fruit,Chiller,0.0,7.0,Fresh
Pepaya,Root Vegetable,Outside,5.0,-1.0,Expired
Bawang Putih,Root Vegetable,Outside,56.0,-11.0,Expired
Alpukat,Tropical Fruit,Chiller,9.0,-2.0,Expired
Pear,Temperate Fruit,Chiller,5.0,9.0,Fresh
Anggur,Temperate Fruit,Chiller,1.0,6.0,Fresh
Cabai Rawit,Root Vegetable,Chiller,11.0,-1.0,Expired
Wortel,Root Vegetable,Chiller,0.0,21.0,Fresh
Mangga,Tropical Fruit,Freezer,14.0,16.0,Fresh
Ubi Jalar,Root Vegetable,Outside,8.0,6.0,Fresh
Bawang Merah,Root Vegetable,Chiller,19.0,37.0,Fresh
Bawang Merah,Root Vegetable,Outside,35.0,-5.0,Expired
Bayam,Leafy Vegetable,Freezer,2.0,28.0,Fresh
Apel,Temperate Fruit,Freezer,34.0,37.0,Fresh
Kunyit,Root Vegetable,Outside,16.0,-2.0,Expired
Jeruk Nipis,Root Vegetable,Freezer,60.0,-10.0,Expired
Selada,Leafy Vegetable,Chiller,,0.0,Expired
Jeruk Nipis,Citric Fruit,Freezer,12.0,37.0,Fresh
Blueberry,Root Vegetable,Chiller,1.0,6.0,Fresh
Mangga,Root Vegetable,Chiller,3.0,4.0,Fresh
Anggur,Temperate Fruit,Chiller,5.0,2.0,Soon
Kiwi,Temperate Fruit,Freezer,2.0,3.0,Soon
Apel,Temperate Fruit,Outside,7.0,0.0,Expired
Stroberi,Berry,Freezer,19.0,11.0,Fresh
Blueberry,Berry,Freezer,33.0,-3.0,Expired
Paprika,Chili Pepper,Freezer,6.0,37.0,Fresh
Semangka,Tropical Fruit,Outside,5.0,7.0,Fresh
Jeruk,Citric Fruit,Freezer,43.0,17.0,Fresh
Semangka,Tropical Fruit,Outside,5.0,3.0,Soon
Kentang,Root Vegetable,Chiller,4.0,26.0,Fresh
Jeruk Bali,Citric Fruit,Chiller,18.0,12.0,Fresh
Stroberi,Berry,Chiller,,-1.0,Expired
Alpukat,Tropical Fruit,Freezer,39.0,-9.0,Expired
Bawang Merah,Root Vegetable,Chiller,12.0,37.0,Fresh
Sawi,Leafy Vegetable,Freezer,4.0,26.0,Fresh
Anggur,Temperate Fruit,Chiller,5.0,6.0,Fresh
Apel,Temperate Fruit,Freezer,60.0,5.0,Fresh
Bawang Putih,Root Vegetable,Outside,,15.0,Fresh
Sawi,Leafy Vegetable,Freezer,31.0,-1.0,Expired
Bayam,Leafy Vegetable,Freezer,5.0,25.0,Fresh
Pear,Temperate Fruit,Freezer,42.0,18.0,Fresh
Cabai Rawit,Chili Pepper,Freezer,51.0,9.0,Fresh
Lemon,Citric Fruit,Chiller,8.0,13.0,Fresh
Jeruk,Citric Fruit,Freezer,30.0,30.0,Fresh
Pisang,Tropical Fruit,Freezer,35.0,-5.0,Expired
Alpukat,Tropical Fruit,Outside,,0.0,Expired
Jeruk,Citric Fruit,Freezer,60.0,-15.0,Expired
Bawang Putih,Root Vegetable,Freezer,47.0,37.0,Fresh
Melon,Tropical Fruit,Freezer,3.0,2.0,Soon
Apel,Temperate Fruit,Freezer,60.0,-4.0,Expired
Mangga,Tropical Fruit,Outside,3.0,2.0,Soon
Paprika,Chili Pepper,Chiller,0.0,14.0,Fresh
Seledri,Leafy Vegetable,Outside,2.0,37.0,Expired
Anggur,Temperate Fruit,Freezer,60.0,28.0,Fresh
Cabai Rawit,Root Vegetable,Outside,5.0,-1.0,Expired
Kangkung,Leafy Vegetable,Freezer,1.0,0.0,Expired
Kentang,Root Vegetable,Freezer,37.0,37.0,Fresh
Pisang,Tropical Fruit,Freezer,18.0,12.0,Fresh
Sawi,Leafy Vegetable,Freezer,20.0,10.0,Fresh
Selada,Leafy Vegetable,Freezer,13.0,17.0,Fresh
Sawi,Root Vegetable,Chiller,2.0,3.0,Soon
Ubi Jalar,Root Vegetable,Freezer,60.0,4.0,Fresh
Pear,Temperate Fruit,Chiller,14.0,0.0,Expired
Jahe,Root Vegetable,Freezer,34.0,-4.0,Expired
Semangka,Tropical Fruit,Chiller,11.0,-1.0,Expired
Wortel,Root Vegetable,Freezer,24.0,37.0,Fresh
Lemon,Root Vegetable,Chiller,20.0,1.0,Soon
Ubi Jalar,Root Vegetable,Freezer,11.0,37.0,Fresh
Melon,Tropical Fruit,Freezer,36.0,-6.0,Expired
Cabai Rawit,Chili Pepper,Freezer,3.0,7.0,Fresh
Blueberry,Berry,Freezer,3.0,27.0,Fresh
Raspberry,Berry,Freezer,0.0,21.0,Fresh
Bawang Merah,Root Vegetable,Chiller,24.0,36.0,Fresh
Lemon,Citric Fruit,Freezer,1.0,37.0,Fresh
Alpukat,Tropical Fruit,Freezer,30.0,0.0,Expired
Jeruk Nipis,Citric Fruit,Freezer,60.0,-7.0,Expired
Anggur,Temperate Fruit,Freezer,13.0,17.0,Fresh
Jahe,Root Vegetable,Freezer,47.0,37.0,Fresh
Jeruk,Citric Fruit,Freezer,60.0,-20.0,Expired
Pepaya,Tropical Fruit,Outside,0.0,4.0,Fresh
Jeruk,Citric Fruit,Freezer,9.0,37.0,Fresh
Kol,Leafy Vegetable,Chiller,4.0,10.0,Fresh
Kentang,Root Vegetable,Outside,4.0,10.0,Fresh
Tomat,Tropical Fruit,Freezer,28.0,32.0,Fresh
Bawang Putih,Root Vegetable,Chiller,14.0,37.0,Fresh
Nanas,Tropical Fruit,Freezer,13.0,17.0,Fresh
Lemon,Citric Fruit,Freezer,50.0,10.0,Fresh
Jeruk Bali,Citric Fruit,Freezer,51.0,9.0,Fresh
Cabai Merah,Chili Pepper,Outside,0.0,5.0,Fresh
Seledri,Leafy Vegetable,Chiller,5.0,0.0,Expired
Jahe,Root Vegetable,Chiller,6.0,24.0,Fresh
Sawi,Leafy Vegetable,Freezer,24.0,6.0,Fresh
Bawang Merah,Root Vegetable,Chiller,60.0,-13.0,Expired
Tomat,Root Vegetable,Outside,5.0,0.0,Expired
Pepaya,Root Vegetable,Freezer,1.0,-9.0,Expired
Singkong,Root Vegetable,Freezer,19.0,11.0,Fresh
Pepaya,Tropical Fruit,Freezer,39.0,-20.0,Expired
Kangkung,Root Vegetable,Outside,1.0,0.0,Expired
Kiwi,Temperate Fruit,Chiller,2.0,12.0,Fresh
Melon,Tropical Fruit,Freezer,38.0,-8.0,Expired
Jeruk,Citric Fruit,Freezer,19.0,2.0,Soon
Bawang Merah,Root Vegetable,Chiller,60.0,-9.0,Expired
Mangga,Tropical Fruit,Freezer,33.0,-3.0,Expired
Paprika,Chili Pepper,Freezer,39.0,21.0,Fresh
Kunyit,Root Vegetable,Outside,11.0,3.0,Soon
Anggur,Temperate Fruit,Chiller,9.0,37.0,Expired
Mangga,Tropical Fruit,Freezer,,17.0,Fresh
Stroberi,Root Vegetable,Freezer,25.0,5.0,Fresh
Kiwi,Temperate Fruit,Freezer,8.0,37.0,Fresh
Sawi,Leafy Vegetable,Freezer,10.0,20.0,Fresh
Alpukat,Tropical Fruit,Freezer,4.0,26.0,Fresh
Pisang,Tropical Fruit,Freezer,2.0,28.0,Fresh
Jeruk Nipis,Citric Fruit,Freezer,60.0,-15.0,Expired
Blueberry,Berry,Freezer,21.0,9.0,Fresh
Kunyit,Root Vegetable,Outside,10.0,4.0,Fresh
Singkong,Root Vegetable,Freezer,26.0,4.0,Fresh
Kol,Leafy Vegetable,Chiller,15.0,-1.0,Expired
Wortel,Root Vegetable,Outside,2.0,3.0,Soon
Jeruk,Citric Fruit,Freezer,8.0,37.0,Fresh
Jeruk,Citric Fruit,Freezer,10.0,37.0,Fresh
Ubi Jalar,Root Vegetable,Chiller,,22.0,Fresh
Jeruk,Citric Fruit,Outside,8.0,-1.0,Expired
Kangkung,Leafy Vegetable,Freezer,30.0,0.0,Expired
Lemon,Citric Fruit,Chiller,15.0,6.0,Fresh
Lemon,Citric Fruit,Freezer,14.0,37.0,Fresh
Paprika,Chili Pepper,Chiller,6.0,8.0,Fresh
Apel,Temperate Fruit,Outside,5.0,2.0,Soon
Pear,Temperate Fruit,Freezer,17.0,37.0,Fresh
Bayam,Root Vegetable,Freezer,3.0,2.0,Soon
Raspberry,Berry,Freezer,5.0,16.0,Fresh
Brokoli,Leafy Vegetable,Freezer,38.0,-8.0,Expired
Tomat,Root Vegetable,Outside,2.0,3.0,Soon
Selada,Leafy Vegetable,Freezer,30.0,0.0,Expired
Wortel,Root Vegetable,Freezer,60.0,3.0,Soon
Blueberry,Berry,Chiller,8.0,-1.0,Expired
Cabai Rawit,Root Vegetable,Freezer,60.0,-7.0,Expired
Raspberry,Berry,Outside,60.0,0.0,Expired
Wortel,Root Vegetable,Freezer,60.0,-3.0,Expired
Bawang Merah,Root Vegetable,Chiller,55.0,5.0,Fresh
Wortel,Root Vegetable,Chiller,16.0,5.0,Fresh
Kunyit,Root Vegetable,Freezer,60.0,4.0,Fresh
Anggur,Temperate Fruit,Outside,,1.0,Soon
Cabai Rawit,Root Vegetable,Outside,4.0,0.0,Expired
Paprika,Chili Pepper,Freezer,50.0,10.0,Fresh
Bawang Merah,Root Vegetable,Outside,25.0,5.0,Fresh
Mangga,Tropical Fruit,Freezer,4.0,26.0,Fresh
Jeruk Nipis,Citric Fruit,Freezer,0.0,37.0,Fresh
Bawang Merah,Root Vegetable,Chiller,59.0,1.0,Soon
Bayam,Leafy Vegetable,Freezer,12.0,18.0,Fresh
Bayam,Leafy Vegetable,Freezer,10.0,20.0,Fresh
Bawang Putih,Root Vegetable,Outside,24.0,21.0,Fresh
Paprika,Chili Pepper,Freezer,60.0,-4.0,Expired
Jeruk,Citric Fruit,Chiller,8.0,13.0,Fresh
Jeruk Nipis,Citric Fruit,Chiller,18.0,-4.0,Expired
Jahe,Root Vegetable,Freezer,18.0,37.0,Fresh
Jeruk,Citric Fruit,Freezer,,-3.0,Expired
Kentang,Root Vegetable,Chiller,25.0,5.0,Fresh
Melon,Tropical Fruit,Freezer,7.0,23.0,Fresh
Jahe,Root Vegetable,Chiller,14.0,16.0,Fresh
Cabai Merah,Chili Pepper,Freezer,,-5.0,Expired
Pisang,Tropical Fruit,Freezer,1.0,4.0,Fresh
Pakcoy,Root Vegetable,Freezer,4.0,1.0,Soon
Jeruk Nipis,Citric Fruit,Freezer,16.0,37.0,Fresh
Sawi,Leafy Vegetable,Freezer,,27.0,Fresh
Alpukat,Tropical Fruit,Freezer,1.0,37.0,Fresh
Apel,Temperate Fruit,Freezer,57.0,33.0,Fresh
Anggur,Temperate Fruit,Freezer,,1.0,Soon
Kentang,Root Vegetable,Freezer,43.0,37.0,Fresh
Apel,Temperate Fruit,Chiller,,-5.0,Expired
Jeruk Nipis,Citric Fruit,Chiller,0.0,14.0,Fresh
Bawang Putih,Root Vegetable,Chiller,45.0,37.0,Fresh
Kol,Leafy Vegetable,Freezer,18.0,12.0,Fresh
Raspberry,Berry,Outside,1.0,37.0,Soon
Tomat,Tropical Fruit,Chiller,9.0,5.0,Fresh
Kol,Leafy Vegetable,Chiller,1.0,37.0,Fresh
Sawi,Leafy Vegetable,Freezer,3.0,27.0,Fresh
Tomat,Tropical Fruit,Freezer,11.0,37.0,Fresh
Jeruk Nipis,Citric Fruit,Chiller,9.0,5.0,Fresh
Jahe,Root Vegetable,Chiller,34.0,-4.0,Expired
Pear,Temperate Fruit,Freezer,41.0,19.0,Fresh
Tomat,Tropical Fruit,Freezer,60.0,-18.0,Expired
Pisang,Tropical Fruit,Chiller,,1.0,Soon
Jahe,Root Vegetable,Freezer,60.0,20.0,Fresh
Melon,Tropical Fruit,Freezer,1.0,29.0,Fresh
Lemon,Citric Fruit,Chiller,17.0,4.0,Fresh
Jahe,Root Vegetable,Freezer,29.0,37.0,Fresh
Jeruk,Citric Fruit,Chiller,27.0,-6.0,Expired
Bawang Merah,Root Vegetable,Chiller,47.0,13.0,Fresh
Lemon,Citric Fruit,Freezer,46.0,14.0,Fresh
Raspberry,Root Vegetable,Chiller,6.0,-1.0,Expired
Cabai Merah,Chili Pepper,Chiller,4.0,10.0,Fresh
Mangga,Tropical Fruit,Outside,,5.0,Fresh
Bawang Merah,Root Vegetable,Outside,32.0,-2.0,Expired
Kentang,Root Vegetable,Outside,8.0,6.0,Fresh
Brokoli,Leafy Vegetable,Freezer,27.0,3.0,Soon
Kiwi,Temperate Fruit,Freezer,57.0,3.0,Soon
Wortel,Root Vegetable,Freezer,60.0,19.0,Fresh
Brokoli,Leafy Vegetable,Freezer,24.0,6.0,Fresh
Ubi Jalar,Root Vegetable,Outside,9.0,5.0,Fresh
Jeruk Bali,Citric Fruit,Freezer,60.0,-7.0,Expired
Kiwi,Temperate Fruit,Freezer,60.0,-4.0,Expired
Bayam,Leafy Vegetable,Freezer,34.0,-4.0,Expired
Kentang,Root Vegetable,Freezer,23.0,7.0,Fresh
Kentang,Root Vegetable,Freezer,30.0,37.0,Fresh
